Ticker,52W_High_Ratio,52W_ROC,26W_High_Ratio,26W_ROC,RS52W,RS52W_13W,RS26W,RS26W_4W,Trend_Ratio,Stop_Loss_Pct,g_Daily_Pct,g_1000_Daily_Pct,Risk_Reward_10D,RS_Uptrend,MA_Uptrend,MA_Day_Uptrend,MA_Week_Uptrend,ITrend_Uptrend,Buy_Signal
SIGI,0.82,-0.1,0.82,-0.15,0.36,0.4,0.3,0.27,90.93,-11.31,-0.0673,0.0429,0.06,False,False,False,False,True,False
NXPL,0.51,-0.38,0.51,-0.05,0.2,0.13,0.43,0.29,90.94,-5.83,-0.0625,-0.0448,0.11,False,False,False,False,True,False
TEX,0.75,-0.14,0.75,-0.13,0.33,0.43,0.32,0.41,90.94,-13.19,0.0076,0.0618,-0.01,False,False,False,False,False,False
OSS,0.49,0.19,0.54,-0.78,0.71,0.42,0.03,0.1,91.0,-8.07,0.0282,-0.0041,-0.03,False,False,False,False,False,False
CCU,0.75,-0.26,0.76,-0.11,0.26,0.26,0.35,0.42,91.01,-17.3,-0.064,-0.005,0.04,False,False,False,False,False,False
ASML,0.68,0.19,0.68,-0.36,0.7,0.84,0.13,0.33,91.01,-11.68,0.0374,0.0575,-0.03,False,False,False,False,False,False
BSM,0.79,-0.18,0.86,-0.06,0.31,0.4,0.41,0.39,91.02,-10.61,-0.0858,0.0655,0.08,False,False,False,False,False,False
WINT,0.13,-0.82,0.24,-0.18,0.05,0.08,0.26,0.65,91.03,-220.49,-0.894,-0.551,0.04,False,False,False,False,False,False
ETNB,0.49,-0.48,0.65,-0.27,0.15,0.15,0.18,0.26,91.04,-17.83,0.0386,-0.1226,-0.02,False,False,False,False,False,False
KLXE,0.48,-0.51,0.73,-0.12,0.14,0.18,0.33,0.27,91.05,-39.57,-0.2438,0.0025,0.06,False,False,False,False,False,False
ASX,0.72,0.17,0.72,-0.23,0.68,0.81,0.22,0.46,91.05,-4.24,0.0336,0.0676,-0.08,False,False,False,True,False,False
NVT,0.73,0.07,0.73,-0.1,0.55,0.82,0.35,0.47,91.12,-4.43,0.0662,0.1077,-0.15,False,False,False,True,False,False
DDOG,0.8,0.11,0.82,-0.12,0.61,0.71,0.33,0.25,91.16,-6.76,-0.0157,0.0192,0.02,False,False,False,False,False,False
ERNA,0.59,-0.38,0.59,-0.37,0.2,0.28,0.12,0.52,91.18,-17.1,0.1474,-0.0956,-0.09,False,False,False,False,False,False
ATLO,0.82,0.03,0.84,-0.04,0.48,0.57,0.43,0.45,91.19,-4.49,-0.0051,0.0051,0.01,False,False,False,False,False,False
CULL,0.82,-0.12,0.88,-0.1,0.34,0.39,0.36,0.31,91.22,-8.4,-0.0454,-0.125,0.05,False,False,False,False,True,False
WGO,0.74,-0.1,0.76,-0.14,0.36,0.35,0.3,0.25,91.3,-14.14,-0.0872,0.0106,0.06,False,False,False,False,False,False
AR,0.7,-0.08,0.7,-0.04,0.38,0.68,0.43,0.61,91.31,-9.16,0.0072,0.0969,-0.01,False,False,False,False,False,False
GORO,0.48,-0.28,0.48,-0.13,0.25,0.24,0.32,0.8,91.32,-18.64,0.0256,-0.2177,-0.01,False,False,False,False,False,False
NYMT,0.66,-0.32,0.86,-0.1,0.23,0.22,0.36,0.33,91.33,-16.16,-0.1598,-0.0369,0.1,False,False,False,False,False,False
CZR,0.65,-0.34,0.82,-0.13,0.22,0.25,0.32,0.32,91.35,-13.85,-0.1174,-0.0313,0.08,False,False,False,False,False,False
FONR,0.68,0.01,0.71,-0.39,0.46,0.49,0.11,0.12,91.37,-8.03,-0.0534,-0.0504,0.07,False,False,False,False,False,False
HOUS,0.59,-0.33,0.79,-0.14,0.22,0.2,0.3,0.22,91.4,-13.91,-0.0073,-0.0588,0.01,False,False,False,False,True,False
BLDE,0.72,-0.0,0.77,-0.38,0.45,0.35,0.12,0.31,91.43,-1.78,-0.0217,-0.1123,0.12,False,False,False,False,False,False
PLPC,0.65,-0.37,0.81,-0.14,0.2,0.26,0.3,0.33,91.43,-13.99,-0.0738,0.0659,0.05,False,False,False,False,False,False
BHF,0.74,-0.16,0.8,-0.1,0.32,0.4,0.35,0.36,91.44,-15.44,-0.0871,0.0271,0.06,False,False,False,False,False,False
PAYC,0.58,-0.42,0.81,-0.06,0.18,0.15,0.4,0.34,91.51,-12.44,-0.0297,-0.0354,0.02,False,False,False,False,True,False
PSEC,0.85,-0.11,0.93,-0.03,0.36,0.34,0.45,0.34,91.53,-6.28,-0.0422,0.0106,0.07,False,False,False,False,True,False
NIU,0.58,-0.39,0.72,-0.05,0.2,0.16,0.41,0.51,91.54,-15.81,-0.1969,-0.1369,0.12,False,False,False,False,False,False
APPN,0.61,-0.4,0.75,-0.1,0.19,0.22,0.35,0.35,91.55,-12.49,-0.083,-0.0396,0.07,False,False,False,False,False,False
WAFU,0.61,-0.21,0.78,-0.09,0.29,0.34,0.37,0.32,91.55,-11.91,-0.0208,-0.0453,0.02,False,False,False,False,False,False
TGI,0.74,0.5,0.74,-0.14,0.88,0.84,0.3,0.3,91.55,-2.69,0.0688,0.0293,-0.26,False,False,False,False,False,False
UAN,0.75,-0.18,0.75,0.0,0.31,0.38,0.52,0.5,91.56,-13.91,-0.0466,0.0741,0.03,False,False,False,False,False,False
VRDN,0.78,0.01,0.97,-0.07,0.46,0.25,0.39,0.21,91.6,14.62,0.0928,0.0298,0.06,False,False,False,False,True,False
AEHL,0.29,-0.51,0.29,0.04,0.15,0.15,0.62,0.72,91.64,-37.98,-0.0747,-0.1454,0.02,False,False,False,False,False,False
KELYB,0.81,0.06,0.81,-0.23,0.54,0.73,0.22,0.23,91.64,-5.95,0.0023,0.0021,-0.0,False,False,False,False,True,False
GNE,0.55,0.13,0.98,-0.19,0.64,0.63,0.26,0.28,91.66,-8.85,-0.2241,0.0719,0.25,False,False,False,False,True,False
BSET,0.76,-0.09,0.88,-0.11,0.37,0.35,0.34,0.27,91.72,-11.07,-0.1041,-0.0018,0.09,False,False,False,False,False,False
PR,0.72,-0.09,0.72,-0.2,0.37,0.76,0.24,0.39,91.72,-12.44,0.0046,0.1429,-0.0,False,False,False,False,False,False
SQ,0.7,0.1,0.7,-0.4,0.59,0.48,0.11,0.27,91.74,-5.66,0.0195,-0.0687,-0.03,False,False,False,False,False,False
GTE,0.6,-0.02,0.6,0.06,0.43,0.82,0.66,0.87,91.75,-19.86,-0.0162,0.04,0.01,False,False,False,False,False,False
DVN,0.75,-0.22,0.75,-0.1,0.28,0.39,0.35,0.49,91.77,-15.48,-0.0541,0.0695,0.03,False,False,False,False,False,False
EURN,0.71,-0.03,0.71,-0.18,0.42,0.52,0.27,0.35,91.78,-16.62,-0.0968,0.0393,0.06,False,False,False,False,False,False
SABR,0.58,-0.44,0.76,0.15,0.18,0.27,0.78,0.54,91.79,-14.85,-0.1219,-0.0555,0.08,False,False,False,False,False,False
TNC,0.73,0.14,0.73,-0.25,0.65,0.75,0.2,0.27,91.81,-6.01,0.0253,0.0401,-0.04,False,False,False,True,False,False
HIMX,0.63,-0.08,0.63,-0.07,0.38,0.5,0.39,0.54,91.82,-8.66,-0.042,0.0368,0.05,False,False,False,False,False,False
LPTH,0.64,-0.34,0.71,-0.2,0.21,0.32,0.24,0.27,91.87,-32.94,-0.0514,-0.0807,0.02,False,False,False,False,False,False
GGT,0.77,-0.2,0.84,-0.13,0.29,0.31,0.31,0.32,91.91,-7.23,-0.0266,-0.0139,0.04,False,False,False,False,True,False
FURY,0.66,-0.06,0.66,-0.12,0.39,0.55,0.33,0.63,91.91,-5.45,0.0643,-0.3738,-0.12,False,False,False,False,False,False
MEOH,0.69,-0.06,0.69,-0.09,0.39,0.63,0.37,0.51,91.93,-24.56,-0.0755,0.0308,0.03,False,False,False,False,False,False
TLF,0.82,-0.05,0.82,-0.08,0.4,0.5,0.38,0.37,91.95,-6.99,0.0067,0.0212,-0.01,False,False,False,False,False,False
GSBD,0.87,-0.04,0.87,-0.12,0.41,0.56,0.34,0.33,91.96,-7.72,-0.0316,0.0014,0.04,False,False,False,False,False,False
GFI,0.72,0.09,0.72,-0.19,0.58,0.65,0.25,0.63,91.97,-8.34,-0.0013,0.0034,0.0,False,False,False,True,False,False
WPRT,0.73,-0.19,0.77,-0.13,0.3,0.25,0.32,0.44,91.98,-15.14,-0.1459,-0.0503,0.1,False,False,False,False,False,False
SCHW,0.79,0.06,0.79,-0.08,0.54,0.64,0.38,0.44,92.07,-3.72,0.0518,0.0414,-0.14,False,False,False,False,False,False
NBR,0.48,-0.46,0.64,-0.13,0.16,0.26,0.32,0.44,92.08,-30.29,-0.1703,0.0355,0.06,False,False,False,False,False,False
LPL,0.68,-0.22,0.79,-0.06,0.28,0.27,0.41,0.38,92.18,-16.97,-0.1796,-0.0484,0.11,False,False,False,False,False,False
ODV,0.56,-0.34,0.77,-0.17,0.22,0.16,0.27,0.49,92.18,-21.91,-0.2124,0.0123,0.1,False,False,False,False,False,False
MTEX,0.59,-0.4,0.8,-0.13,0.19,0.19,0.31,0.31,92.18,-12.32,-0.0961,-0.0438,0.08,False,False,False,False,True,False
REX,0.7,0.07,0.7,-0.04,0.55,0.78,0.44,0.58,92.18,-6.97,0.0594,0.0648,-0.09,False,False,False,True,False,False
OIS,0.53,-0.46,0.72,-0.12,0.17,0.2,0.34,0.33,92.19,-31.63,-0.2342,0.0142,0.07,False,False,False,False,False,False
PK,0.78,0.1,0.78,-0.24,0.58,0.67,0.21,0.3,92.19,-8.97,-0.0188,0.0163,0.02,False,False,False,False,False,False
SSL,0.5,-0.45,0.75,-0.05,0.17,0.18,0.42,0.46,92.2,-32.63,-0.3132,-0.012,0.1,False,False,False,False,False,False
YUMC,0.59,-0.34,0.78,-0.15,0.21,0.19,0.3,0.26,92.2,-16.18,-0.1523,-0.0318,0.09,False,False,False,False,True,False
TSE,0.35,-0.63,0.62,-0.2,0.11,0.07,0.24,0.36,92.23,-47.07,-0.3986,-0.0805,0.08,False,False,False,False,False,False
ANDE,0.78,-0.05,0.78,-0.13,0.4,0.54,0.32,0.32,92.23,-13.24,-0.055,0.0688,0.04,False,False,False,False,False,False
KELYA,0.82,0.11,0.82,-0.22,0.61,0.73,0.22,0.25,92.24,-4.14,-0.0102,0.0168,0.02,False,False,False,False,False,False
DAR,0.56,-0.4,0.73,-0.15,0.19,0.19,0.3,0.39,92.28,-26.88,-0.108,-0.0019,0.04,False,False,False,False,False,False
IPHA,0.76,-0.23,0.76,-0.09,0.28,0.26,0.36,0.32,92.29,-4.2,-0.0101,-0.0541,0.02,False,False,False,False,True,False
BMO,0.83,-0.01,0.84,-0.14,0.44,0.43,0.31,0.32,92.3,-6.58,0.0115,0.028,-0.02,False,False,False,False,False,False
MTRN,0.71,-0.02,0.74,-0.29,0.43,0.5,0.17,0.23,92.31,-12.45,-0.0449,0.058,0.04,False,False,False,False,False,False
ATRC,0.61,-0.38,0.74,-0.23,0.2,0.14,0.22,0.21,92.32,-12.86,-0.2631,-0.0265,0.2,False,False,False,False,True,False
CRWS,0.79,-0.05,0.84,-0.19,0.4,0.46,0.25,0.25,92.4,-6.2,-0.0118,-0.0104,0.02,False,False,False,False,False,False
PKE,0.79,0.01,0.79,-0.13,0.45,0.43,0.31,0.31,92.42,-9.67,-0.0554,0.0157,0.06,False,False,False,False,False,False
SWBI,0.68,-0.06,0.68,-0.41,0.39,0.73,0.1,0.62,92.46,-19.92,-0.0555,-0.0205,0.03,False,False,False,False,False,False
OSK,0.77,-0.04,0.77,-0.17,0.41,0.66,0.27,0.36,92.51,-8.39,0.013,0.0243,-0.02,False,False,False,False,False,False
CXW,0.8,0.26,0.8,-0.16,0.76,0.83,0.29,0.28,92.56,-5.03,-0.0151,0.0395,0.03,False,False,False,True,False,False
HUT,0.5,-0.09,0.5,0.21,0.37,0.43,0.83,0.76,92.58,-0.78,0.0445,0.0375,-0.57,False,False,False,False,False,False
EQNR,0.72,-0.24,0.85,-0.03,0.27,0.38,0.45,0.58,92.59,-18.28,-0.1453,0.0329,0.08,False,False,False,False,False,False
UTMD,0.74,-0.25,0.86,-0.04,0.26,0.26,0.43,0.4,92.6,-12.58,-0.1191,-0.0147,0.09,False,False,False,False,False,False
VYX,0.69,-0.27,0.82,-0.01,0.25,0.31,0.49,0.39,92.6,-19.21,-0.1517,-0.004,0.08,False,False,False,False,False,False
TRUE,0.76,0.21,0.78,-0.23,0.73,0.82,0.21,0.17,92.65,2.9,0.0818,-0.052,0.28,False,False,False,False,True,False
STR,0.79,-0.2,0.81,-0.11,0.29,0.37,0.35,0.45,92.66,-10.23,-0.0174,0.0445,0.02,False,False,False,False,False,False
CVX,0.82,-0.16,0.84,-0.07,0.32,0.44,0.4,0.39,92.67,-11.33,-0.019,0.0475,0.02,False,False,False,False,False,False
CG,0.75,0.17,0.75,-0.28,0.69,0.81,0.17,0.24,92.68,-3.24,0.0782,0.0453,-0.24,False,False,False,False,False,False
IEX,0.81,-0.1,0.81,-0.19,0.36,0.41,0.25,0.26,92.69,-7.26,-0.0024,0.0066,0.0,False,False,False,False,False,False
EAST,0.44,-0.26,0.44,0.05,0.26,0.11,0.63,0.37,92.69,-9.12,0.0621,-0.1228,-0.07,False,False,False,False,True,False
USIO,0.67,-0.16,0.76,-0.18,0.32,0.35,0.26,0.28,92.73,-12.93,-0.0405,-0.0216,0.03,False,False,False,False,False,False
OMEX,0.76,0.11,0.76,-0.04,0.61,0.68,0.44,0.29,92.74,2.02,0.0864,-0.0596,0.43,False,False,False,False,True,False
FGFPP,0.8,-0.04,0.81,-0.2,0.41,0.48,0.24,0.21,92.74,-0.42,0.0309,-0.0093,-0.74,False,False,False,False,True,False
ACHV,0.72,-0.11,0.77,-0.01,0.35,0.35,0.48,0.52,92.75,-5.72,-0.1049,-0.1037,0.18,False,False,False,False,False,False
CLVT,0.7,-0.05,0.86,-0.07,0.4,0.28,0.39,0.23,92.75,-8.9,-0.0499,-0.1494,0.06,False,False,False,False,True,False
PPG,0.84,-0.08,0.87,-0.12,0.38,0.36,0.33,0.3,92.77,-6.51,-0.0395,-0.0004,0.06,False,False,False,False,True,False
CSGP,0.8,-0.05,0.8,-0.09,0.4,0.38,0.37,0.31,92.79,-3.48,-0.0246,-0.0049,0.07,False,False,False,False,True,False
FCX,0.73,0.02,0.73,-0.01,0.47,0.66,0.5,0.71,92.79,-5.97,0.0383,0.0627,-0.06,False,False,False,True,False,False
SCWO,0.72,0.06,0.91,0.05,0.54,0.19,0.63,0.27,92.81,9.29,0.085,0.0481,0.09,False,False,True,False,True,False
NAT,0.74,-0.09,0.81,-0.13,0.37,0.46,0.32,0.28,92.81,-9.75,-0.0671,0.0205,0.07,False,False,False,False,False,False
CPA,0.76,-0.14,0.76,-0.15,0.34,0.34,0.29,0.32,92.93,-7.75,-0.0196,0.0369,0.03,False,False,False,False,False,False
TTNP,0.39,-0.42,0.39,-0.23,0.18,0.17,0.21,0.38,92.97,-23.42,-0.1191,-0.4182,0.05,False,False,False,False,False,False
BECN,0.77,0.04,0.77,-0.06,0.5,0.67,0.4,0.49,92.97,-8.95,-0.0049,0.078,0.01,False,False,False,True,False,False
SBLK,0.75,0.16,0.75,-0.21,0.67,0.79,0.23,0.3,92.97,-4.51,0.0467,0.0981,-0.1,False,False,False,True,False,False
CRESY,0.79,0.21,0.79,0.08,0.72,0.52,0.69,0.47,92.99,-0.08,-0.0402,0.0863,5.08,False,False,False,True,True,False
MPX,0.62,-0.34,0.73,-0.12,0.21,0.2,0.33,0.32,93.02,-11.59,0.0105,-0.0689,-0.01,False,False,False,False,False,False
DAL,0.82,0.06,0.82,0.03,0.54,0.49,0.59,0.47,93.05,2.65,0.0855,0.0238,0.32,False,False,False,False,True,False
ALK,0.87,-0.0,0.87,0.06,0.44,0.3,0.66,0.42,93.05,4.11,0.0403,-0.0049,0.1,False,False,True,False,True,False
BP,0.78,-0.18,0.79,-0.12,0.3,0.44,0.33,0.37,93.07,-13.25,-0.0462,0.0527,0.03,False,False,False,False,False,False
PEN,0.69,-0.29,0.86,-0.13,0.24,0.22,0.32,0.21,93.1,-6.4,-0.0603,0.0021,0.09,False,False,False,False,True,False
LOVE,0.7,-0.08,0.7,-0.06,0.37,0.45,0.4,0.47,93.11,-8.95,0.0496,-0.0097,-0.06,False,False,False,False,False,False
KVHI,0.81,-0.14,0.84,-0.02,0.34,0.21,0.46,0.37,93.12,-9.17,-0.0412,-0.0507,0.04,False,False,False,False,True,False
SUN,0.82,0.16,0.83,-0.23,0.68,0.76,0.22,0.22,93.12,-4.83,-0.0027,0.0731,0.01,False,False,False,True,False,False
PSX,0.73,0.03,0.73,-0.18,0.49,0.8,0.27,0.33,93.15,-7.35,0.0335,0.0725,-0.05,False,False,False,True,False,False
OTLK,0.46,0.9,0.64,0.06,0.95,0.16,0.64,0.37,93.18,-1.35,-0.0503,-0.0216,0.37,False,False,False,False,True,False
MKSI,0.73,0.14,0.73,-0.22,0.65,0.75,0.22,0.36,93.21,-3.36,0.128,-0.0013,-0.38,False,False,False,False,False,False
GDEN,0.75,-0.09,0.85,-0.07,0.37,0.28,0.39,0.29,93.26,-8.82,-0.0817,0.0483,0.09,False,False,False,False,False,False
TLK,0.74,-0.18,0.78,-0.22,0.3,0.26,0.23,0.17,93.26,-8.22,-0.0603,0.0165,0.07,False,False,False,False,True,False
AMTB,0.78,0.13,0.78,-0.07,0.64,0.67,0.39,0.41,93.27,-3.39,0.0029,0.0404,-0.01,False,False,False,False,False,False
UTSI,0.71,-0.26,0.87,0.0,0.26,0.27,0.51,0.42,93.3,-16.87,-0.1593,-0.0505,0.09,False,False,False,False,False,False
HLIO,0.71,-0.28,0.76,-0.07,0.25,0.27,0.39,0.45,93.35,-13.16,0.0076,0.0032,-0.01,False,False,False,False,False,False
FUBO,0.45,-0.43,0.79,-0.0,0.18,0.2,0.5,0.39,93.38,-18.4,-0.3738,-0.0767,0.2,False,False,False,False,False,False
FIZZ,0.84,-0.07,0.84,-0.1,0.38,0.44,0.36,0.32,93.4,-7.14,-0.0392,0.0272,0.05,False,False,False,False,False,False
SD,0.71,-0.27,0.79,-0.11,0.25,0.33,0.35,0.49,93.42,-16.88,-0.0949,0.0801,0.06,False,False,False,False,False,False
GGB,0.75,-0.22,0.82,-0.06,0.28,0.26,0.4,0.35,93.43,-7.79,-0.0895,0.0284,0.11,False,False,False,False,True,False
CENX,0.57,0.66,0.57,0.08,0.92,0.94,0.69,0.9,93.45,-3.47,0.1429,0.022,-0.41,False,False,False,False,False,False
SUZ,0.76,0.01,0.76,-0.21,0.46,0.49,0.23,0.29,93.46,-9.11,-0.05,0.0052,0.05,False,False,False,False,False,False
MGRC,0.8,0.05,0.85,-0.18,0.52,0.64,0.27,0.22,93.46,-4.93,0.0326,0.0551,-0.07,False,False,False,True,False,False
TROW,0.85,-0.06,0.85,-0.13,0.39,0.48,0.32,0.4,93.47,-5.04,0.0303,-0.0143,-0.06,False,False,False,False,False,False
TAIT,0.76,-0.21,0.85,-0.12,0.29,0.26,0.33,0.31,93.48,-12.57,-0.0841,0.0152,0.07,False,False,False,False,False,False
AHG,0.35,-0.05,0.65,-0.36,0.4,0.92,0.13,0.05,93.48,-7.76,-0.0212,-0.0476,0.03,False,False,False,False,False,False
KOF,0.82,0.04,0.84,-0.14,0.49,0.53,0.3,0.29,93.48,-7.06,-0.0081,0.0679,0.01,False,False,False,True,False,False
AMAT,0.7,0.2,0.7,-0.17,0.72,0.87,0.28,0.48,93.49,-3.75,0.0736,0.0911,-0.2,False,False,False,True,False,False
PT,0.74,-0.07,0.86,-0.15,0.38,0.44,0.29,0.28,93.51,-7.23,-0.0828,-0.1423,0.11,False,False,False,False,False,False
VLO,0.74,-0.05,0.74,-0.1,0.4,0.73,0.35,0.5,93.52,-6.41,0.0436,0.0856,-0.07,False,False,False,False,False,False
CCEL,0.69,0.12,0.69,0.06,0.62,0.74,0.66,0.79,93.53,-3.49,0.1395,-0.0271,-0.4,False,False,False,False,False,False
TAP,0.81,-0.12,0.81,-0.16,0.35,0.31,0.28,0.28,93.54,-7.95,-0.0413,0.0378,0.05,False,False,False,False,True,False
ZBH,0.79,-0.13,0.79,-0.19,0.34,0.33,0.25,0.29,93.54,-10.66,-0.0328,-0.025,0.03,False,False,False,False,False,False
MRTN,0.8,-0.16,0.89,-0.09,0.32,0.32,0.37,0.33,93.56,-8.53,-0.0444,0.0038,0.05,False,False,False,False,False,False
ENZ,0.76,-0.23,0.86,-0.12,0.28,0.24,0.33,0.27,93.57,-9.28,-0.0539,-0.0556,0.06,False,False,False,False,True,False
EDRY,0.81,0.42,0.81,-0.23,0.85,0.9,0.22,0.3,93.58,-1.02,0.077,0.0883,-0.75,False,False,False,False,False,False
GSAT,0.6,-0.15,0.85,-0.11,0.33,0.58,0.34,0.23,93.59,-8.84,-0.0681,0.0726,0.08,False,False,False,False,False,False
QSR,0.82,-0.0,0.82,-0.18,0.45,0.43,0.26,0.31,93.59,-8.39,-0.0248,0.0203,0.03,False,False,False,False,False,False
BTU,0.77,-0.06,0.81,-0.28,0.39,0.56,0.18,0.3,93.6,-14.88,-0.0528,0.0946,0.04,False,False,False,False,False,False
APLE,0.79,-0.13,0.83,-0.18,0.34,0.43,0.27,0.28,93.61,-7.11,-0.0441,0.0347,0.06,False,False,False,False,False,False
ROKU,0.61,-0.23,0.94,0.01,0.27,0.31,0.53,0.43,93.63,-7.83,-0.1983,-0.0625,0.25,False,False,False,False,True,False
BRN,0.7,-0.19,0.7,-0.03,0.3,0.39,0.45,0.55,93.63,-11.73,-0.0589,0.0585,0.05,False,False,False,False,False,False
BBIO,0.7,0.07,0.96,0.04,0.55,0.57,0.62,0.23,93.64,1.76,0.0279,-0.0282,0.16,False,False,False,False,True,False
TDW,0.66,0.06,0.66,-0.14,0.53,0.89,0.3,0.71,93.66,-17.01,0.0756,0.163,-0.04,False,False,False,False,False,False
AGMH,0.58,-0.26,0.6,-0.37,0.26,0.16,0.12,0.07,93.69,-14.14,-0.1168,-0.2766,0.08,False,False,False,False,True,False
AEO,0.72,0.13,0.73,-0.21,0.64,0.87,0.23,0.29,93.76,-8.23,0.0626,0.029,-0.08,False,False,False,False,False,False
GYRO,0.74,-0.26,0.94,-0.05,0.26,0.28,0.42,0.45,93.78,-10.39,-0.0664,-0.0844,0.06,False,False,False,False,False,False
MASI,0.76,0.07,0.76,-0.17,0.56,0.42,0.28,0.3,93.79,-0.91,0.0836,-0.0618,-0.92,False,False,False,False,False,False
COP,0.78,-0.15,0.78,-0.08,0.33,0.51,0.38,0.45,93.8,-11.94,-0.0483,0.0764,0.04,False,False,False,False,False,False
DLX,0.77,-0.02,0.77,-0.0,0.43,0.66,0.5,0.52,93.8,-5.46,0.0208,-0.026,-0.04,False,False,False,False,False,False
CRM,0.78,0.1,0.79,-0.27,0.59,0.71,0.18,0.23,93.83,-4.24,0.0407,0.0007,-0.1,False,False,False,False,False,False
ASH,0.83,0.02,0.83,-0.13,0.47,0.58,0.32,0.35,93.84,-4.96,0.036,0.0146,-0.07,False,False,False,False,False,False
GBDC,0.84,0.03,0.84,-0.07,0.49,0.63,0.39,0.37,93.87,-5.11,-0.0166,0.0148,0.03,False,False,False,False,False,False
RS,0.8,0.0,0.8,-0.17,0.45,0.56,0.28,0.28,93.88,-5.39,0.0115,0.084,-0.02,False,False,False,True,False,False
CNP,0.88,-0.02,0.88,-0.03,0.43,0.48,0.45,0.41,93.9,-2.78,0.0009,0.033,-0.0,False,False,False,False,True,False
THR,0.77,0.02,0.77,-0.02,0.47,0.7,0.47,0.65,93.92,-10.75,-0.0613,0.0742,0.06,False,False,False,True,False,False
NVEE,0.78,-0.08,0.86,-0.1,0.38,0.38,0.36,0.31,93.96,-10.02,-0.0444,0.0361,0.04,False,False,False,False,False,False
WCC,0.79,-0.04,0.8,-0.03,0.41,0.48,0.46,0.58,93.97,-4.93,0.0059,0.0852,-0.01,False,False,False,False,False,False
TSQ,0.72,0.02,0.72,-0.12,0.47,0.48,0.34,0.39,94.0,-5.89,0.0211,0.0588,-0.04,False,False,False,False,False,False
SEB,0.81,-0.15,0.91,-0.04,0.32,0.34,0.43,0.35,94.02,-8.56,-0.0633,0.007,0.07,False,False,False,False,False,False
BC,0.76,-0.02,0.78,-0.2,0.43,0.39,0.24,0.29,94.02,-7.61,-0.0141,0.0219,0.02,False,False,False,False,False,False
MLM,0.82,0.16,0.82,-0.19,0.67,0.76,0.25,0.37,94.02,-3.2,0.0448,0.0711,-0.14,False,False,False,True,False,False
EMX,0.75,-0.14,0.75,-0.1,0.33,0.47,0.35,0.63,94.03,-7.87,-0.0172,-0.0573,0.02,False,False,False,False,False,False
RC,0.68,-0.27,0.83,-0.09,0.25,0.29,0.37,0.37,94.04,-11.29,-0.0689,0.0061,0.06,False,False,False,False,False,False
PSHG,0.76,-0.11,0.76,0.0,0.36,0.87,0.52,0.61,94.05,-7.57,-0.0387,-0.0251,0.05,False,False,False,False,False,False
CCO,0.76,0.08,0.83,-0.17,0.56,0.52,0.27,0.2,94.08,1.71,0.0633,0.0113,0.37,False,False,False,False,True,False
OZK,0.77,0.03,0.8,-0.11,0.49,0.52,0.34,0.42,94.08,-6.46,-0.0084,0.0459,0.01,False,False,False,False,False,False
CODI,0.82,0.02,0.83,-0.2,0.47,0.53,0.24,0.34,94.08,-5.79,0.0043,0.021,-0.01,False,False,False,False,False,False
WHF,0.88,-0.09,0.89,-0.06,0.37,0.41,0.41,0.36,94.09,-5.2,-0.0193,0.0159,0.04,False,False,False,False,True,False
ROK,0.84,-0.14,0.89,-0.1,0.33,0.33,0.35,0.36,94.09,-5.7,-0.0134,0.0165,0.02,False,False,False,False,False,False
CAMT,0.56,0.36,0.56,0.05,0.82,0.96,0.63,0.76,94.09,-5.78,0.0761,0.1422,-0.13,False,False,False,True,False,False
FORM,0.67,0.27,0.67,-0.06,0.77,0.9,0.4,0.71,94.1,-5.76,0.0383,0.0476,-0.07,False,False,False,False,False,False
RGR,0.73,-0.21,0.85,-0.09,0.29,0.31,0.36,0.41,94.17,-10.6,-0.0529,-0.0286,0.05,False,False,False,False,False,False
CNI,0.88,0.08,0.88,-0.11,0.56,0.5,0.35,0.29,94.17,-3.94,0.0054,0.0097,-0.01,False,False,False,False,True,False
UFCS,0.82,0.1,0.87,-0.1,0.59,0.43,0.35,0.25,94.18,-2.67,0.0149,0.0034,-0.06,False,False,False,False,True,False
ARAY,0.65,-0.24,0.73,-0.33,0.27,0.18,0.14,0.23,94.21,-15.52,-0.1487,-0.0099,0.1,False,False,False,False,False,False
COCP,0.59,-0.17,0.59,0.14,0.31,0.37,0.77,0.73,94.21,-6.68,0.022,-0.1588,-0.03,False,False,False,False,False,False
RHP,0.81,0.14,0.83,-0.21,0.65,0.66,0.23,0.22,94.25,-3.54,0.0127,0.0689,-0.04,False,False,False,True,False,False
CHX,0.72,-0.25,0.72,-0.08,0.27,0.48,0.37,0.5,94.26,-12.98,-0.0137,0.0747,0.01,False,False,False,False,False,False
ENTA,0.68,-0.03,0.68,-0.28,0.42,0.27,0.17,0.32,94.31,-1.72,0.0834,-0.0849,-0.49,False,False,False,False,False,False
WHR,0.7,-0.29,0.81,-0.09,0.24,0.24,0.36,0.35,94.33,-11.25,-0.0546,-0.0451,0.05,False,False,False,False,False,False
OTTR,0.78,0.03,0.78,-0.08,0.49,0.62,0.38,0.41,94.37,-10.78,0.0054,0.0609,-0.0,False,False,False,True,False,False
YETI,0.67,-0.24,0.82,-0.05,0.27,0.46,0.41,0.44,94.39,-15.36,-0.0789,-0.0178,0.05,False,False,False,False,False,False
WMS,0.77,0.14,0.77,-0.16,0.64,0.81,0.28,0.34,94.39,-3.97,0.075,0.0713,-0.19,False,False,False,True,False,False
