,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,close,priceTheory,garchVol,std,ticker,signal,reward
1266,AAPL241115C00360000,2024-09-26 14:03:21+00:00,360.0,0.01,0.0,0.01,0.0,0.0,3.0,5677.0,0.398443515625,False,REGULAR,USD,call,227.7899932861328,3.3629387179747792e-06,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1267,AAPL241115C00370000,2024-09-20 16:37:39+00:00,370.0,0.01,0.0,0.01,0.0,0.0,1.0,8876.0,0.42188078125,False,REGULAR,USD,call,227.7899932861328,6.922919129731068e-07,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1268,AAPL241115P00005000,2024-07-31 19:47:20+00:00,5.0,0.01,0.0,0.01,0.0,0.0,50.0,51.0,3.1875020312499998,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1269,AAPL241115P00015000,2024-06-11 19:11:05+00:00,15.0,0.01,0.0,0.01,0.0,0.0,,1790.0,2.2500043749999996,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1270,AAPL241115P00020000,2024-06-11 19:10:20+00:00,20.0,0.01,0.0,0.01,0.0,0.0,210.0,956.0,1.96875015625,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1271,AAPL241115P00025000,2024-05-08 16:54:27+00:00,25.0,0.01,0.0,0.01,0.0,0.0,,1.0,1.8125009374999999,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1272,AAPL241115P00030000,2024-06-25 13:51:53+00:00,30.0,0.01,0.0,0.01,0.0,0.0,,1.0,1.625001875,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1273,AAPL241115P00040000,2024-08-06 18:31:51+00:00,40.0,0.01,0.0,0.01,0.0,0.0,5.0,6.0,1.40625296875,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1274,AAPL241115P00045000,2024-08-06 19:23:01+00:00,45.0,0.01,0.0,0.01,0.0,0.0,16.0,16.0,1.3125034374999998,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1275,AAPL241115P00050000,2024-08-06 19:23:07+00:00,50.0,0.01,0.0,0.01,0.0,0.0,11.0,611.0,1.2500037499999999,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1276,AAPL241115P00055000,2024-08-06 16:01:19+00:00,55.0,0.02,0.0,0.01,0.0,0.0,1.0,226.0,1.15625421875,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1277,AAPL241115P00060000,2024-08-09 13:30:05+00:00,60.0,0.02,0.0,0.01,0.0,0.0,2.0,280.0,1.09375453125,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1278,AAPL241115P00065000,2024-09-10 16:37:56+00:00,65.0,0.01,0.0,0.01,0.0,0.0,40.0,869.0,1.0312548437500002,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1279,AAPL241115P00070000,2024-09-17 19:59:25+00:00,70.0,0.01,0.0,0.01,0.0,0.0,850.0,3530.0,0.9687503125,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1280,AAPL241115P00075000,2024-09-18 14:10:58+00:00,75.0,0.01,0.0,0.05,0.0,0.0,20.0,1398.0,1.0390673046875003,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1281,AAPL241115P00080000,2024-08-16 13:38:51+00:00,80.0,0.03,0.0,0.03,0.0,0.0,1.0,420.0,0.937500625,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1282,AAPL241115P00085000,2024-09-27 18:22:34+00:00,85.0,0.01,0.0,0.04,-0.03,-75.0,100.0,2054.0,0.9062509375,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1283,AAPL241115P00090000,2024-09-23 16:58:33+00:00,90.0,0.01,0.0,0.06,0.0,0.0,1.0,214.0,0.8906260937499999,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1284,AAPL241115P00095000,2024-09-23 18:36:59+00:00,95.0,0.01,0.01,0.06,0.0,0.0,30.0,212.0,0.851563984375,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1285,AAPL241115P00100000,2024-09-25 15:50:03+00:00,100.0,0.01,0.0,0.05,0.0,0.0,41.0,2351.0,0.7812521875,False,REGULAR,USD,put,227.7899932861328,-2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1286,AAPL241115P00105000,2024-09-25 17:18:31+00:00,105.0,0.01,0.0,0.02,0.0,0.0,1.0,236.0,0.6796907031250001,False,REGULAR,USD,put,227.7899932861328,1.4114470300697671e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1287,AAPL241115P00110000,2024-09-19 16:20:08+00:00,110.0,0.01,0.01,0.04,0.0,0.0,2.0,830.0,0.6953155468750001,False,REGULAR,USD,put,227.7899932861328,2.8228940601395342e-14,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1288,AAPL241115P00115000,2024-09-25 19:22:20+00:00,115.0,0.01,0.01,0.04,0.0,0.0,2.0,316.0,0.6562534375000001,False,REGULAR,USD,put,227.7899932861328,8.327537477411626e-13,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1289,AAPL241115P00120000,2024-09-27 13:30:05+00:00,120.0,0.02,0.01,0.04,0.0,0.0,4.0,758.0,0.6171913281250001,False,REGULAR,USD,put,227.7899932861328,1.902630596534046e-11,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1290,AAPL241115P00125000,2024-09-26 17:50:01+00:00,125.0,0.02,0.02,0.04,0.0,0.0,1.0,1040.0,0.5898478515625001,False,REGULAR,USD,put,227.7899932861328,3.308996417295562e-10,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1291,AAPL241115P00130000,2024-09-27 14:44:31+00:00,130.0,0.04,0.03,0.05,0.01,33.333336,1.0,1642.0,0.570316796875,False,REGULAR,USD,put,227.7899932861328,4.429318382943139e-09,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1292,AAPL241115P00135000,2024-09-26 19:59:41+00:00,135.0,0.04,0.04,0.06,0.0,0.0,6.0,1815.0,0.5468795312500001,False,REGULAR,USD,put,227.7899932861328,4.673858638137876e-08,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1293,AAPL241115P00140000,2024-09-26 19:59:59+00:00,140.0,0.05,0.05,0.08,0.0,0.0,60.0,1679.0,0.5273484765625001,False,REGULAR,USD,put,227.7899932861328,3.975383750470619e-07,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1294,AAPL241115P00145000,2024-09-26 15:27:23+00:00,145.0,0.08,0.06,0.1,0.0,0.0,3.0,1433.0,0.5048877636718749,False,REGULAR,USD,put,227.7899932861328,2.7794409695824002e-06,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1295,AAPL241115P00150000,2024-09-27 19:29:58+00:00,150.0,0.1,0.09,0.12,0.020000003,25.000006,993.0,4248.0,0.49414568359375005,False,REGULAR,USD,put,227.7899932861328,1.62548038630668e-05,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1296,AAPL241115P00155000,2024-09-27 19:55:45+00:00,155.0,0.14,0.14,0.15,0.020000003,16.66667,407.0,3190.0,0.47363807617187503,False,REGULAR,USD,put,227.7899932861328,8.076408086416827e-05,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1297,AAPL241115P00160000,2024-09-27 17:43:31+00:00,160.0,0.15,0.15,0.18,0.0,0.0,450.0,4138.0,0.450200810546875,False,REGULAR,USD,put,227.7899932861328,0.00034573396341022175,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1298,AAPL241115P00165000,2024-09-27 15:44:02+00:00,165.0,0.23,0.2,0.23,0.030000001,15.000001,12.0,3691.0,0.43066975585937506,False,REGULAR,USD,put,227.7899932861328,0.0012913152165222423,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1299,AAPL241115P00170000,2024-09-27 19:45:31+00:00,170.0,0.28,0.26,0.29,0.030000001,12.0,516.0,4817.0,0.4106504248046875,False,REGULAR,USD,put,227.7899932861328,0.004256503476759691,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1300,AAPL241115P00175000,2024-09-27 17:30:06+00:00,175.0,0.3,0.35,0.36,-0.01999998,-6.2499943,5.0,5257.0,0.389654541015625,False,REGULAR,USD,put,227.7899932861328,0.012511859751679432,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1301,AAPL241115P00180000,2024-09-27 19:46:30+00:00,180.0,0.47,0.45,0.47,0.060000002,14.634148,118.0,15846.0,0.37183245361328127,False,REGULAR,USD,put,227.7899932861328,0.0331107332543198,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1302,AAPL241115P00185000,2024-09-27 19:11:29+00:00,185.0,0.57,0.59,0.62,0.01999998,3.6363602,638.0,5283.0,0.3549869189453124,False,REGULAR,USD,put,227.7899932861328,0.07957675048637894,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1303,AAPL241115P00190000,2024-09-27 19:54:32+00:00,190.0,0.8,0.79,0.82,0.04000002,5.2631607,768.0,11280.0,0.33838552246093745,False,REGULAR,USD,put,227.7899932861328,0.17509433492843443,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1304,AAPL241115P00195000,2024-09-27 19:52:26+00:00,195.0,1.09,1.07,1.09,0.09000003,9.000004,674.0,8351.0,0.3220282641601562,False,REGULAR,USD,put,227.7899932861328,0.3553587255464103,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1305,AAPL241115P00200000,2024-09-27 19:54:32+00:00,200.0,1.49,1.46,1.5,0.09000003,6.428574,3035.0,15804.0,0.3089668713378906,False,REGULAR,USD,put,227.7899932861328,0.6698618036765601,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1306,AAPL241115P00205000,2024-09-27 19:52:35+00:00,205.0,2.0,2.01,2.05,0.059999943,3.0927806,746.0,13515.0,0.29566134033203123,False,REGULAR,USD,put,227.7899932861328,1.180432979949674,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1307,AAPL241115P00210000,2024-09-27 19:59:39+00:00,210.0,2.78,2.72,2.81,0.109999895,4.1198463,1209.0,20118.0,0.2834544311523437,False,REGULAR,USD,put,227.7899932861328,1.9564636684600203,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1308,AAPL241115P00215000,2024-09-27 19:55:21+00:00,215.0,3.73,3.75,3.85,0.13000011,3.6111143,757.0,12078.0,0.27234614379882804,False,REGULAR,USD,put,227.7899932861328,3.0672713470272526,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1309,AAPL241115P00220000,2024-09-27 19:59:48+00:00,220.0,5.15,5.05,5.2,0.1500001,3.000002,2373.0,12904.0,0.26099371826171874,False,REGULAR,USD,put,227.7899932861328,4.573097339589254,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1310,AAPL241115P00225000,2024-09-27 19:59:35+00:00,225.0,6.9,6.85,6.95,0.13999987,2.071004,862.0,8755.0,0.2500685345458984,False,REGULAR,USD,put,227.7899932861328,6.516820309046688,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1311,AAPL241115P00230000,2024-09-27 19:41:15+00:00,230.0,9.06,9.0,9.15,0.11000061,1.2290571,3503.0,8407.0,0.2391433508300781,True,REGULAR,USD,put,227.7899932861328,8.918340302814945,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1312,AAPL241115P00235000,2024-09-27 19:46:44+00:00,235.0,11.75,11.65,11.9,-0.25,-2.0833335,99.0,2805.0,0.22980506530761718,True,REGULAR,USD,put,227.7899932861328,11.77281049936326,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1313,AAPL241115P00240000,2024-09-27 19:45:22+00:00,240.0,15.0,13.3,15.1,0.10000038,0.67114353,82.0,991.0,0.21839160522460935,True,REGULAR,USD,put,227.7899932861328,15.052803356273975,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1314,AAPL241115P00245000,2024-09-27 18:57:02+00:00,245.0,18.35,16.85,18.95,-0.7199993,-3.7755601,45.0,298.0,0.2130815997314453,True,REGULAR,USD,put,227.7899932861328,18.71351646490887,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1315,AAPL241115P00250000,2024-09-27 19:41:59+00:00,250.0,22.76,22.35,23.25,-0.17000008,-0.7413871,36.0,204.0,0.21192194335937498,True,REGULAR,USD,put,227.7899932861328,22.699559174453608,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1316,AAPL241115P00255000,2024-09-27 19:04:39+00:00,255.0,27.1,26.95,27.8,-1.1299992,-4.002831,7.0,75.0,0.21057918334960937,True,REGULAR,USD,put,227.7899932861328,26.95180534712527,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1317,AAPL241115P00260000,2024-09-19 14:32:18+00:00,260.0,30.47,31.8,32.65,0.0,0.0,1.0,1.0,0.22315229980468748,True,REGULAR,USD,put,227.7899932861328,31.413143159034504,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1318,AAPL241115P00265000,2024-09-24 14:31:01+00:00,265.0,38.92,36.8,37.6,0.0,0.0,1.0,0.0,0.242195078125,True,REGULAR,USD,put,227.7899932861328,36.03248981484272,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1319,AAPL241115P00270000,2024-08-30 18:00:57+00:00,270.0,42.25,41.8,42.7,0.0,0.0,1.0,0.0,0.2775951147460937,True,REGULAR,USD,put,227.7899932861328,40.76696188990869,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1320,AAPL241115P00275000,2024-08-29 14:28:22+00:00,275.0,43.52,46.85,47.7,0.0,0.0,2.0,0.0,0.3007882421875,True,REGULAR,USD,put,227.7899932861328,45.582468322086385,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1321,AAPL241115P00280000,2024-08-29 18:28:23+00:00,280.0,49.35,51.85,52.7,0.0,0.0,,0.0,0.32349309326171866,True,REGULAR,USD,put,227.7899932861328,50.45318031163185,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1322,AAPL241115P00290000,2024-08-19 14:31:11+00:00,290.0,65.54,68.95,69.65,0.0,0.0,7.0,0.0,0.7404811108398437,True,REGULAR,USD,put,227.7899932861328,60.29092322040327,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1323,AAPL241115P00295000,2024-05-30 19:44:56+00:00,295.0,103.49,82.0,86.4,0.0,0.0,3.0,0.0,1.1234785037231445,True,REGULAR,USD,put,227.7899932861328,65.23608290528176,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1324,AAPL241115P00310000,2024-07-22 14:14:49+00:00,310.0,82.52,83.6,84.45,0.0,0.0,2.0,0.0,0.5780071496582031,True,REGULAR,USD,put,227.7899932861328,80.11172127651214,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1325,AAPL241115P00320000,2024-07-18 19:34:40+00:00,320.0,95.92,93.5,94.4,0.0,0.0,2.0,0.0,0.6152382226562501,True,REGULAR,USD,put,227.7899932861328,90.04077211278624,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1326,AAPL241115P00370000,2024-07-02 15:24:59+00:00,370.0,150.4,149.8,154.0,0.0,0.0,6.0,0.0,1.2489051226806638,True,REGULAR,USD,put,227.7899932861328,139.70050082958045,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1327,AAPL241220C00005000,2024-09-23 19:43:20+00:00,5.0,221.16,222.65,223.25,0.0,0.0,1.0,2.0,3.4765638085937502,True,REGULAR,USD,call,227.7899932861328,222.84798766114017,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1328,AAPL241220C00020000,2024-08-02 14:52:49+00:00,20.0,203.6,207.85,210.45,0.0,0.0,1.0,1.0,2.940432336425781,True,REGULAR,USD,call,227.7899932861328,208.0219707861623,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1329,AAPL241220C00050000,2024-09-03 18:10:45+00:00,50.0,173.29,177.75,178.6,0.0,0.0,1.0,101.0,1.4599636376953122,True,REGULAR,USD,call,227.7899932861328,178.36993703620658,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1330,AAPL241220C00055000,2024-09-12 17:40:42+00:00,55.0,168.8,172.85,173.65,0.0,0.0,1.0,124.0,1.40625296875,True,REGULAR,USD,call,227.7899932861328,173.42793141121396,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1331,AAPL241220C00060000,2024-09-25 14:36:01+00:00,60.0,166.85,167.9,168.7,0.0,0.0,1.0,108.0,1.3437532812499997,True,REGULAR,USD,call,227.7899932861328,168.48592578622134,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1332,AAPL241220C00065000,2024-05-08 14:32:15+00:00,65.0,118.7,133.2,133.85,0.0,0.0,40.0,196.0,1.0000000000000003e-05,True,REGULAR,USD,call,227.7899932861328,163.54392016122873,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1333,AAPL241220C00070000,2024-09-10 19:14:08+00:00,70.0,151.56,158.0,158.8,0.0,0.0,2.0,31.0,1.2290077612304686,True,REGULAR,USD,call,227.7899932861328,158.6019145362361,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1334,AAPL241220C00075000,2024-07-25 16:50:04+00:00,75.0,146.58,151.75,154.1,0.0,0.0,1.0,62.0,0.9433599414062499,True,REGULAR,USD,call,227.7899932861328,153.6599089112435,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1335,AAPL241220C00080000,2024-08-06 15:24:11+00:00,80.0,129.3,142.5,144.45,0.0,0.0,357.0,762.0,1.0000000000000003e-05,True,REGULAR,USD,call,227.7899932861328,148.7179032862509,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1336,AAPL241220C00085000,2024-05-07 19:29:13+00:00,85.0,99.84,111.3,112.95,0.0,0.0,5.0,218.0,1.0000000000000003e-05,True,REGULAR,USD,call,227.7899932861328,143.77589766125837,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1337,AAPL241220C00090000,2024-09-23 19:06:13+00:00,90.0,137.58,138.25,139.05,0.0,0.0,2.0,36.0,1.041264559326172,True,REGULAR,USD,call,227.7899932861328,138.83389203626794,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1338,AAPL241220C00095000,2024-08-29 18:56:42+00:00,95.0,136.9,133.5,134.15,0.0,0.0,2.0,172.0,1.0192920129394532,True,REGULAR,USD,call,227.7899932861328,133.8918864113125,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1339,AAPL241220C00100000,2024-09-20 17:22:15+00:00,100.0,131.95,128.55,130.1,0.0,0.0,25.0,202.0,1.0419969775390627,True,REGULAR,USD,call,227.7899932861328,128.94988078679714,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1340,AAPL241220C00105000,2024-09-17 14:54:21+00:00,105.0,113.05,123.55,124.25,0.0,0.0,1.0,70.0,0.9257819921875,True,REGULAR,USD,call,227.7899932861328,124.00787516658156,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1341,AAPL241220C00110000,2024-09-19 16:03:30+00:00,110.0,120.2,118.65,119.3,0.0,0.0,18.0,352.0,0.8874522973632811,True,REGULAR,USD,call,227.7899932861328,119.06586957989099,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1342,AAPL241220C00115000,2024-09-19 16:48:52+00:00,115.0,115.64,113.6,115.25,0.0,0.0,5.0,775.0,0.8967295483398436,True,REGULAR,USD,call,227.7899932861328,114.12386420692131,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1343,AAPL241220C00120000,2024-09-09 14:38:46+00:00,120.0,99.72,108.65,110.25,0.0,0.0,40.0,256.0,0.8510757080078125,True,REGULAR,USD,call,227.7899932861328,109.18185997121974,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1344,AAPL241220C00125000,2024-09-23 16:04:07+00:00,125.0,104.59,103.8,104.4,0.0,0.0,1.0,372.0,0.7648949291992189,True,REGULAR,USD,call,227.7899932861328,104.2398608785133,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1345,AAPL241220C00130000,2024-09-18 18:27:02+00:00,130.0,93.05,98.95,99.5,0.0,0.0,1.0,789.0,0.7358424853515625,True,REGULAR,USD,call,227.7899932861328,99.2978818632821,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1346,AAPL241220C00135000,2024-09-20 14:47:32+00:00,135.0,97.14,94.0,94.55,0.0,0.0,1.0,497.0,0.6987334814453126,True,REGULAR,USD,call,227.7899932861328,94.35597144487971,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1347,AAPL241220C00140000,2024-09-27 17:49:50+00:00,140.0,89.44,89.1,90.55,2.8100052,3.2436862,1.0,3281.0,0.7069121105957032,True,REGULAR,USD,call,227.7899932861328,89.41426863769107,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1348,AAPL241220C00145000,2024-09-20 16:28:47+00:00,145.0,88.4,84.05,84.7,0.0,0.0,2.0,350.0,0.6269568554687501,True,REGULAR,USD,call,227.7899932861328,84.47312841970046,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1349,AAPL241220C00150000,2024-09-26 13:53:45+00:00,150.0,78.29,79.35,79.95,0.0,0.0,2.0,16783.0,0.6103554589843752,True,REGULAR,USD,call,227.7899932861328,79.5333661921122,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1350,AAPL241220C00155000,2024-09-19 18:30:20+00:00,155.0,76.06,74.35,76.7,0.0,0.0,2.0,2224.0,0.6313513427734375,True,REGULAR,USD,call,227.7899932861328,74.5966806692768,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1351,AAPL241220C00160000,2024-09-27 16:34:02+00:00,160.0,70.0,69.5,70.0,1.4800034,2.1599584,2.0,1055.0,0.540287800292969,True,REGULAR,USD,call,227.7899932861328,69.66630459155344,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1352,AAPL241220C00165000,2024-09-25 14:39:05+00:00,165.0,63.56,64.45,65.2,0.0,0.0,1.0,1616.0,0.5076953527832031,True,REGULAR,USD,call,227.7899932861328,64.74789327408871,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1353,AAPL241220C00170000,2024-09-26 18:28:34+00:00,170.0,60.9,59.7,60.3,0.9000015,1.5000026,10.0,4462.0,0.49878430908203125,True,REGULAR,USD,call,227.7899932861328,59.85059106244007,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1354,AAPL241220C00175000,2024-09-26 18:58:30+00:00,175.0,55.5,54.85,55.5,0.20000076,0.36166504,1.0,4704.0,0.4715629016113281,True,REGULAR,USD,call,227.7899932861328,54.98812854914259,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1355,AAPL241220C00180000,2024-09-26 18:16:09+00:00,180.0,50.5,50.1,50.75,0.15999985,0.3178384,5.0,8936.0,0.4459283923339844,True,REGULAR,USD,call,227.7899932861328,50.17972587319232,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1356,AAPL241220C00185000,2024-09-27 19:39:42+00:00,185.0,45.75,45.4,45.85,0.08000183,0.17517371,10.0,7963.0,0.4124814611816406,True,REGULAR,USD,call,227.7899932861328,45.45054160524375,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1357,AAPL241220C00190000,2024-09-27 19:34:08+00:00,190.0,41.1,40.85,41.3,0.12999725,0.31729862,7.0,14932.0,0.39325557922363286,True,REGULAR,USD,call,227.7899932861328,40.8314364597486,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1358,AAPL241220C00195000,2024-09-27 19:14:15+00:00,195.0,36.72,36.4,36.7,0.77000046,2.141865,5.0,9768.0,0.369574175415039,True,REGULAR,USD,call,227.7899932861328,36.35792043078482,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1359,AAPL241220C00200000,2024-09-27 18:25:34+00:00,200.0,32.08,32.0,33.0,-0.11999893,-0.37266746,37.0,12452.0,0.3732362481689453,True,REGULAR,USD,call,227.7899932861328,32.068301181535574,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1360,AAPL241220C00205000,2024-09-27 19:40:37+00:00,205.0,27.78,27.8,28.95,0.0,0.0,7.0,4394.0,0.3594424407958984,True,REGULAR,USD,call,227.7899932861328,28.001212868336133,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1361,AAPL241220C00210000,2024-09-27 19:46:25+00:00,210.0,23.72,23.75,24.9,0.07999992,0.33840916,24.0,9392.0,0.34125414611816407,True,REGULAR,USD,call,227.7899932861328,24.19283523871252,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1362,AAPL241220C00215000,2024-09-27 19:02:37+00:00,215.0,20.0,19.95,21.45,0.10000038,0.5025145,28.0,13709.0,0.3341741387939453,True,REGULAR,USD,call,227.7899932861328,20.674179358539497,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1363,AAPL241220C00220000,2024-09-27 19:30:25+00:00,220.0,16.45,16.35,17.45,0.050001144,0.30488503,101.0,19560.0,0.30808187042236324,True,REGULAR,USD,call,227.7899932861328,17.468804640464267,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1364,AAPL241220C00225000,2024-09-27 19:53:40+00:00,225.0,13.25,13.25,13.8,0.09000015,0.6838917,160.0,13971.0,0.28531598480224607,True,REGULAR,USD,call,227.7899932861328,14.591249722493739,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1365,AAPL241220C00230000,2024-09-27 19:58:01+00:00,230.0,10.65,10.45,10.75,0.34999943,3.3980527,1015.0,19590.0,0.2700268310546875,False,REGULAR,USD,call,227.7899932861328,12.04633183955109,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1366,AAPL241220C00235000,2024-09-27 19:55:01+00:00,235.0,8.1,8.0,8.5,0.4300003,5.606262,313.0,15403.0,0.26557130920410155,False,REGULAR,USD,call,227.7899932861328,9.829327919652489,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1367,AAPL241220C00240000,2024-09-27 19:23:00+00:00,240.0,5.95,5.95,6.4,0.25,4.385965,370.0,23644.0,0.25678233459472655,False,REGULAR,USD,call,227.7899932861328,7.92692586829874,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1368,AAPL241220C00245000,2024-09-27 19:55:01+00:00,245.0,4.4,4.3,4.45,0.2800002,6.7961216,223.0,9102.0,0.24280542358398435,False,REGULAR,USD,call,227.7899932861328,6.318747306471562,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1369,AAPL241220C00250000,2024-09-27 19:59:19+00:00,250.0,3.11,3.05,3.25,0.109999895,3.6666632,482.0,34522.0,0.23987576538085933,False,REGULAR,USD,call,227.7899932861328,4.979202125803625,0.19933456847918885,0.2337381217789981,AAPL,,0.0
1370,AAPL241220C00255000,2024-09-27 19:05:27+00:00,255.0,2.16,2.12,2.4,0.1400001,6.9306984,402.0,12487.0,0.2399978344726562,False,REGULAR,USD,call,227.7899932861328,3.879438044151254,0.19933456847918885,0.2337381217789981,AAPL,,0.0
