Ticker,52W_High_Ratio,52W_ROC,26W_High_Ratio,26W_ROC,RS52W,RS52W_13W,RS26W,RS26W_4W,Trend_Ratio,Stop_Loss_Pct,g_Daily_Pct,g_1000_Daily_Pct,Risk_Reward_10D,RS_Uptrend,MA_Uptrend,MA_Day_Uptrend,MA_Week_Uptrend,ITrend_Uptrend,Buy_Signal
BRIGADE.NS,0.91,1.21,0.91,0.51,0.81,0.78,0.75,0.62,115.06,25.81,0.288,0.2098,0.11,True,True,True,True,True,True
CUBEXTUB.NS,0.85,1.91,0.85,0.47,0.91,0.87,0.73,0.77,116.32,22.02,0.2253,0.2321,0.1,True,True,True,True,True,True
KESORAMIND.NS,0.97,1.52,0.97,0.48,0.87,0.87,0.73,0.72,117.77,24.27,0.2903,0.209,0.12,True,True,True,True,True,True
SHRIPISTON.NS,0.99,0.94,0.99,0.48,0.74,0.66,0.73,0.6,122.33,26.7,0.3123,0.2547,0.12,True,True,True,True,True,True
JSWENERGY.NS,0.99,1.11,0.99,0.65,0.79,0.81,0.81,0.79,124.57,26.49,0.2966,0.2207,0.11,True,True,True,True,True,True
PRESTIGE.NS,0.88,2.18,0.88,1.12,0.92,0.9,0.9,0.88,125.19,29.02,0.3374,0.2512,0.12,True,True,True,True,True,True
NEWGEN.NS,0.96,1.37,0.96,0.51,0.84,0.86,0.75,0.79,125.37,26.64,0.2834,0.2686,0.11,True,True,True,True,True,True
BLUESTARCO.NS,0.95,1.46,0.95,0.66,0.86,0.79,0.81,0.79,125.86,29.23,0.306,0.216,0.1,True,True,True,True,True,True
CCHHL.NS,0.76,1.38,0.76,0.8,0.84,0.87,0.85,0.77,129.34,33.13,0.4062,0.2249,0.12,True,True,True,True,True,True
ELECTCAST.NS,0.98,2.15,0.98,0.76,0.92,0.91,0.84,0.74,131.07,32.67,0.3444,0.329,0.11,True,True,True,True,True,True
CENTURYTEX.NS,0.96,1.38,0.96,0.94,0.85,0.83,0.88,0.85,132.89,30.08,0.3244,0.2178,0.11,True,True,True,True,True,True
TVSHLTD.NS,0.96,1.78,0.96,0.94,0.89,0.9,0.88,0.89,141.63,35.04,0.4216,0.2634,0.12,True,True,True,True,True,True
GENESYS.NS,0.95,1.48,0.95,0.65,0.86,0.74,0.81,0.84,143.57,35.96,0.4401,0.2112,0.12,True,True,True,True,True,True
WABAG.NS,0.97,1.82,0.97,1.28,0.9,0.84,0.92,0.9,144.58,39.4,0.4377,0.2648,0.11,True,True,True,True,True,True
HSCL.NS,0.96,1.64,0.96,0.8,0.88,0.89,0.85,0.85,146.33,35.17,0.3706,0.3363,0.11,True,True,True,True,True,True
PDMJEPAPER.NS,0.89,1.37,0.89,1.0,0.84,0.86,0.89,0.88,147.13,37.01,0.444,0.231,0.12,True,True,True,True,True,True
TIRUPATIFL.NS,0.93,2.64,0.93,1.37,0.93,0.88,0.92,0.88,147.71,38.87,0.4469,0.2211,0.11,True,True,True,True,True,True
PRIMESECU.NS,0.98,1.03,0.98,0.81,0.77,0.68,0.85,0.81,148.42,36.53,0.3662,0.2256,0.1,True,True,True,True,True,True
VLSFINANCE.NS,1.0,0.99,1.0,0.68,0.76,0.67,0.82,0.71,148.8,39.2,0.4302,0.2121,0.11,True,True,True,True,True,True
WANBURY.NS,0.93,3.51,0.93,1.38,0.95,0.91,0.92,0.88,149.88,38.6,0.4502,0.2223,0.12,True,True,True,True,True,True
DSSL.NS,0.89,1.17,0.89,0.89,0.8,0.83,0.87,0.9,153.11,36.55,0.4126,0.3568,0.11,True,True,True,True,True,True
AURIONPRO.NS,0.97,2.59,0.97,1.51,0.93,0.9,0.93,0.91,154.34,38.45,0.3924,0.4541,0.1,True,True,True,True,True,True
SEMAC.NS,0.14,-0.71,0.14,-1.46,0.0,0.0,0.0,0.0,25.26,-311.3,-0.4166,-0.0035,0.01,False,False,False,False,False,False
MELSTAR.NS,0.01,-0.96,0.01,-2.7,0.0,0.67,0.0,0.03,36.79,-4790.78,-0.3077,-0.0681,0.0,False,False,False,False,False,False
OCCL.NS,0.28,-0.7,0.32,-0.58,0.0,0.03,0.02,0.03,37.69,-159.56,-0.413,-0.0712,0.03,False,False,False,False,False,False
FSC.NS,0.23,-0.68,0.31,-0.56,0.01,0.0,0.02,0.02,41.39,-164.58,-0.5506,-0.323,0.03,False,False,False,False,False,False
JPASSOCIAT.NS,0.28,-0.32,0.33,-1.18,0.03,0.23,0.0,0.0,48.07,-109.93,-0.3629,0.0331,0.03,False,False,False,False,False,False
GVKPIL.NS,0.37,0.4,0.5,-1.29,0.47,0.74,0.0,0.0,49.17,-55.89,-0.196,0.0756,0.04,False,False,False,True,True,False
COMPINFO.NS,0.21,-0.79,0.39,-0.37,0.0,0.0,0.05,0.06,50.23,-157.78,-0.4943,-0.0528,0.03,False,False,False,False,False,False
BCG.NS,0.38,-0.56,0.44,-0.47,0.01,0.0,0.03,0.05,56.31,-66.24,-0.3005,0.0183,0.05,False,False,False,False,True,False
GSS.NS,0.36,-0.58,0.42,-0.53,0.01,0.01,0.02,0.05,58.15,-84.45,-0.4214,0.0366,0.05,False,False,False,False,False,False
RAJTV.NS,0.38,0.07,0.38,-0.17,0.2,0.54,0.14,0.13,61.36,-39.27,-0.0183,0.0253,0.0,False,False,False,True,False,False
PALREDTEC.NS,0.42,-0.41,0.56,-0.48,0.02,0.03,0.03,0.03,65.58,-55.84,-0.2079,0.0517,0.04,False,False,False,False,False,False
MEP.NS,0.31,-0.4,0.43,-0.78,0.02,0.02,0.01,0.01,67.12,-66.6,-0.2894,-0.0678,0.04,False,False,False,False,False,False
SPANDANA.NS,0.49,-0.25,0.65,-0.39,0.04,0.12,0.04,0.05,69.03,-41.6,-0.2287,-0.0007,0.05,False,False,False,False,False,False
CGCL.NS,0.26,-0.73,0.74,-0.04,0.0,0.0,0.26,0.29,69.24,-86.27,-0.8826,0.002,0.1,False,False,False,False,True,False
FCONSUMER.NS,0.56,0.17,0.56,-0.33,0.26,0.13,0.06,0.05,69.49,-37.47,-0.1021,-0.2442,0.03,False,False,False,False,False,False
EDUCOMP.NS,0.52,0.36,0.54,-0.81,0.44,0.4,0.01,0.01,71.55,-36.73,0.0366,-0.0632,-0.01,False,False,False,False,False,False
SANCO.NS,0.52,-0.16,0.52,-0.24,0.07,0.15,0.09,0.12,71.58,-42.71,-0.1515,-0.0849,0.04,False,False,False,False,False,False
DIL.NS,0.51,-0.44,0.67,-0.27,0.01,0.01,0.08,0.12,72.64,-46.26,-0.2173,0.0033,0.05,False,False,False,False,False,False
HILTON.NS,0.53,-0.37,0.55,-0.45,0.02,0.02,0.03,0.07,73.01,-42.36,-0.2413,0.1152,0.06,False,False,False,False,True,False
SANGINITA.NS,0.41,-0.15,0.63,-0.4,0.07,0.16,0.04,0.03,73.83,-33.92,-0.1253,-0.2037,0.04,False,False,False,False,False,False
MORARJEE.NS,0.42,-0.39,0.59,-0.43,0.02,0.03,0.04,0.03,73.94,-44.1,-0.2399,0.0105,0.05,False,False,False,False,True,False
KANANIIND.NS,0.39,-0.19,0.59,-0.49,0.06,0.05,0.03,0.02,74.55,-34.31,-0.1164,0.0198,0.03,False,False,False,False,False,False
PRAXIS.NS,0.47,-0.24,0.77,-0.18,0.04,0.14,0.13,0.06,75.06,-28.2,-0.2586,0.0191,0.09,False,False,False,False,True,False
HLVLTD.NS,0.49,0.49,0.63,-0.78,0.53,0.59,0.01,0.01,76.2,-25.92,-0.0686,0.1116,0.03,False,False,False,True,False,False
ZEEL.NS,0.45,-0.5,0.8,-0.1,0.01,0.03,0.19,0.16,77.2,-45.76,-0.3358,-0.0284,0.07,False,False,False,False,False,False
BLBLIMITED.NS,0.36,-0.12,0.39,-1.51,0.08,0.12,0.0,0.0,77.2,-28.09,-0.0523,0.0794,0.02,False,False,False,False,False,False
SPARC.NS,0.5,0.05,0.5,-0.66,0.19,0.2,0.01,0.02,77.25,-20.08,-0.0492,0.019,0.02,False,False,False,False,True,False
ARMANFIN.NS,0.63,-0.28,0.67,-0.2,0.03,0.13,0.12,0.11,78.01,-29.4,-0.1137,0.0863,0.04,False,False,False,False,False,False
PODDARHOUS.NS,0.5,-0.13,0.72,-0.24,0.08,0.1,0.09,0.12,78.37,-38.36,-0.3306,-0.0616,0.09,False,False,False,False,False,False
SANGHVIMOV.NS,0.55,0.14,0.55,-0.61,0.25,0.64,0.02,0.09,79.16,-21.34,0.0183,0.1699,-0.01,False,False,False,True,False,False
SECURKLOUD.NS,0.48,-0.17,0.59,-0.59,0.06,0.11,0.02,0.02,79.54,-26.43,-0.0247,0.0141,0.01,False,False,False,False,False,False
3IINFOLTD.NS,0.52,0.01,0.67,-0.51,0.16,0.2,0.02,0.03,79.55,-26.69,-0.0457,-0.007,0.02,False,False,False,False,False,False
REPRO.NS,0.63,-0.27,0.69,-0.33,0.03,0.12,0.06,0.1,79.84,-25.03,-0.111,0.0398,0.04,False,False,False,False,False,False
MEGASOFT.NS,0.56,0.27,0.56,-0.65,0.36,0.63,0.02,0.17,80.12,-15.05,0.0246,0.1259,-0.02,False,False,False,True,False,False
ARSHIYA.NS,0.5,0.2,0.54,-1.09,0.29,0.21,0.01,0.01,80.28,-22.3,0.0556,-0.0362,-0.02,False,False,False,False,False,False
DISHTV.NS,0.55,-0.27,0.66,-0.38,0.03,0.11,0.05,0.06,80.45,-27.94,-0.1059,0.0318,0.04,False,False,False,False,False,False
TAKE.NS,0.52,0.01,0.64,-0.56,0.16,0.24,0.02,0.02,80.53,-22.99,-0.0626,-0.12,0.03,False,False,False,False,False,False
KAMATHOTEL.NS,0.56,-0.04,0.66,-0.44,0.13,0.14,0.04,0.04,80.93,-19.92,0.0128,0.1391,-0.01,False,False,False,False,False,False
DPWIRES.NS,0.6,-0.3,0.74,-0.27,0.03,0.12,0.08,0.16,81.05,-31.29,-0.2034,0.1086,0.06,False,False,False,False,False,False
NACLIND.NS,0.69,-0.29,0.74,-0.17,0.03,0.04,0.13,0.17,81.41,-24.85,-0.1292,0.0185,0.05,False,False,False,False,False,False
SHALPAINTS.NS,0.62,-0.16,0.69,-0.24,0.07,0.11,0.09,0.07,81.66,-22.36,-0.113,0.0465,0.05,False,False,False,False,False,False
MAHSEAMLES.NS,0.61,0.28,0.68,-0.56,0.36,0.4,0.02,0.02,81.7,-19.41,-0.1003,0.1356,0.05,False,False,False,True,True,False
ASMS.NS,0.59,0.49,0.67,-0.49,0.52,0.64,0.03,0.02,81.73,-11.75,-0.0304,0.1747,0.03,False,False,False,True,False,False
CREDITACC.NS,0.67,-0.15,0.78,-0.2,0.07,0.15,0.11,0.12,81.83,-20.0,-0.1737,0.0625,0.09,False,False,False,False,False,False
TNPL.NS,0.67,-0.18,0.73,-0.2,0.06,0.26,0.11,0.15,82.14,-22.58,-0.0808,0.0565,0.04,False,False,False,False,False,False
SELMC.NS,0.47,-0.52,0.67,-0.2,0.01,0.01,0.11,0.16,82.45,-41.49,-0.2623,-0.127,0.06,False,False,False,False,False,False
GAYAHWS.NS,0.64,0.4,0.64,-0.4,0.47,0.59,0.04,0.05,82.51,-9.85,0.0164,0.0678,-0.02,False,False,False,True,False,False
VAIBHAVGBL.NS,0.58,-0.22,0.71,-0.3,0.05,0.13,0.06,0.06,82.7,-27.22,-0.1466,-0.0059,0.05,False,False,False,False,False,False
BKMINDST.NS,0.61,1.03,0.61,-1.04,0.77,0.63,0.01,0.02,82.95,0.22,0.1197,0.032,5.47,False,False,False,False,True,False
BGRENERGY.NS,0.41,-0.25,0.86,-0.09,0.04,0.04,0.2,0.04,83.37,-32.69,-0.2056,0.0087,0.06,False,False,False,False,False,False
BRNL.NS,0.49,0.44,0.6,-0.81,0.49,0.55,0.01,0.01,83.56,-15.0,0.0572,0.0303,-0.04,False,False,False,True,False,False
JETAIRWAYS.NS,0.59,-0.41,0.65,-0.1,0.02,0.06,0.19,0.17,83.74,-27.02,-0.1804,0.0142,0.07,False,False,False,False,False,False
EQUIPPP.NS,0.66,-0.18,0.66,-0.21,0.06,0.08,0.11,0.15,83.89,-20.16,-0.0526,0.044,0.03,False,False,False,False,False,False
SHANKARA.NS,0.63,-0.35,0.76,-0.19,0.02,0.08,0.12,0.13,83.93,-24.93,-0.1108,0.0244,0.04,False,False,False,False,False,False
MANAKSIA.NS,0.61,-0.32,0.77,-0.21,0.03,0.02,0.11,0.14,83.95,-26.5,-0.1941,0.0682,0.07,False,False,False,False,False,False
SANGHIIND.NS,0.59,-0.18,0.81,-0.19,0.06,0.27,0.12,0.12,84.06,-18.59,-0.1127,0.0929,0.06,False,False,False,False,False,False
EROSMEDIA.NS,0.61,-0.01,0.74,-0.4,0.15,0.1,0.04,0.06,84.31,-16.96,-0.0444,-0.0352,0.03,False,False,False,False,False,False
NDTV.NS,0.65,-0.11,0.73,-0.28,0.09,0.11,0.07,0.09,84.53,-18.59,0.0033,0.0884,-0.0,False,False,False,False,False,False
ASHAPURMIN.NS,0.65,0.32,0.69,-0.39,0.4,0.77,0.05,0.11,85.27,-23.22,-0.0483,0.1346,0.02,False,False,False,True,False,False
KKCL.NS,0.76,-0.14,0.82,-0.19,0.08,0.25,0.12,0.16,85.71,-16.23,-0.1173,0.1166,0.07,False,False,False,False,False,False
BEARDSELL.NS,0.7,0.43,0.88,-0.1,0.49,0.35,0.19,0.07,85.71,0.72,-0.0734,0.1514,-1.02,False,False,False,True,True,False
SHRENIK.NS,0.51,-0.09,0.59,-0.25,0.1,0.1,0.09,0.15,85.78,-23.57,-0.082,-0.3393,0.03,False,False,False,False,False,False
DIAMONDYD.NS,0.57,-0.11,0.73,-0.34,0.09,0.19,0.06,0.06,85.83,-17.56,0.0053,0.027,-0.0,False,False,False,False,False,False
ONWARDTEC.NS,0.57,-0.24,0.79,-0.21,0.04,0.05,0.11,0.12,86.0,-21.15,-0.1329,0.1109,0.06,False,False,False,False,False,False
ENIL.NS,0.58,0.36,0.6,-0.97,0.44,0.58,0.01,0.03,86.01,-11.0,0.0445,0.0255,-0.04,False,False,False,True,False,False
HINDWAREAP.NS,0.6,-0.36,0.77,-0.09,0.02,0.04,0.21,0.23,86.15,-23.07,-0.1298,0.0752,0.06,False,False,False,False,False,False
RBLBANK.NS,0.7,-0.1,0.76,-0.25,0.1,0.31,0.09,0.15,86.17,-18.18,-0.0711,0.0135,0.04,False,False,False,False,False,False
GAEL.NS,0.68,0.08,0.69,-0.45,0.21,0.22,0.03,0.05,86.4,-16.3,-0.1019,0.0777,0.06,False,False,False,True,True,False
BALAJITELE.NS,0.48,-0.03,0.65,-0.85,0.14,0.48,0.01,0.01,86.44,-18.95,-0.0309,-0.0306,0.02,False,False,False,False,False,False
UJJIVANSFB.NS,0.68,-0.15,0.76,-0.21,0.07,0.2,0.11,0.11,86.8,-17.9,-0.1352,0.03,0.08,False,False,False,False,False,False
TOTAL.NS,0.61,-0.22,0.74,-0.15,0.05,0.05,0.15,0.2,86.88,-18.89,-0.1195,0.0806,0.06,False,False,False,False,False,False
GOLDTECH.NS,0.64,0.12,0.65,-0.41,0.23,0.51,0.04,0.07,86.92,-16.18,0.0579,0.1456,-0.04,False,False,False,True,False,False
CSBBANK.NS,0.75,-0.05,0.75,-0.11,0.13,0.28,0.19,0.18,86.93,-15.54,-0.0751,0.0349,0.05,False,False,False,False,False,False
POONAWALLA.NS,0.74,-0.11,0.75,-0.19,0.09,0.2,0.12,0.13,87.21,-12.08,-0.0153,0.128,0.01,False,False,False,False,False,False
INDTERRAIN.NS,0.7,0.13,0.71,-0.28,0.24,0.29,0.07,0.13,87.3,-14.35,0.016,0.0495,-0.01,False,False,False,True,False,False
KBCGLOBAL.NS,0.6,-0.31,0.82,-0.08,0.03,0.02,0.21,0.18,87.31,-15.0,-0.0998,-0.1,0.07,False,False,False,False,True,False
KOLTEPATIL.NS,0.72,-0.07,0.73,-0.15,0.11,0.23,0.15,0.15,87.45,-15.32,-0.0878,0.0739,0.06,False,False,False,False,True,False
SASTASUNDR.NS,0.61,0.05,0.82,-0.18,0.19,0.25,0.13,0.11,87.62,-12.48,-0.1274,0.0704,0.1,False,False,False,True,False,False
GOLDENTOBC.NS,0.67,-0.23,0.71,-0.29,0.04,0.14,0.07,0.08,87.77,-17.27,-0.1203,0.0259,0.07,False,False,False,False,False,False
FCSSOFT.NS,0.56,0.57,0.73,-0.55,0.57,0.59,0.02,0.01,87.83,-7.38,0.0894,0.1176,-0.12,False,False,False,True,False,False
63MOONS.NS,0.63,0.2,0.89,-0.17,0.29,0.51,0.13,0.04,87.85,10.51,0.1511,0.1685,0.14,False,False,False,True,True,False
MASKINVEST.NS,0.65,0.3,0.65,-0.2,0.38,0.46,0.12,0.1,87.88,-3.69,0.1577,0.0291,-0.43,False,False,False,True,False,False
KUANTUM.NS,0.67,-0.33,0.76,-0.22,0.02,0.08,0.1,0.22,87.93,-18.36,-0.0955,0.0782,0.05,False,False,False,False,False,False
PRINCEPIPE.NS,0.73,-0.2,0.78,-0.02,0.06,0.14,0.27,0.29,87.94,-19.61,-0.1241,0.0649,0.06,False,False,False,False,False,False
MBAPL.NS,0.63,-0.31,0.75,-0.24,0.03,0.03,0.09,0.21,88.02,-18.83,-0.1055,0.1235,0.06,False,False,False,False,False,False
UNIONBANK.NS,0.7,0.31,0.7,-0.29,0.39,0.56,0.07,0.1,88.02,-7.42,0.0296,0.1308,-0.04,False,False,False,True,False,False
J&KBANK.NS,0.7,0.19,0.71,-0.43,0.28,0.58,0.04,0.05,88.15,-13.46,-0.0246,0.1532,0.02,False,False,False,True,False,False
BIRLACORPN.NS,0.74,0.16,0.79,-0.29,0.26,0.31,0.07,0.09,88.31,-9.49,0.0101,0.0618,-0.01,False,False,False,True,False,False
HCL-INSYS.NS,0.61,-0.13,0.78,-0.04,0.08,0.22,0.25,0.18,88.58,-14.93,-0.0124,0.0422,0.01,False,False,False,False,False,False
VIKASLIFE.NS,0.61,0.2,0.78,-0.3,0.3,0.55,0.06,0.03,88.61,-11.75,-0.0174,-0.2041,0.01,False,False,False,False,False,False
RESPONIND.NS,0.75,0.11,0.81,-0.16,0.23,0.52,0.14,0.19,88.84,-10.21,-0.1121,0.0949,0.11,False,False,False,False,True,False
SIMBHALS.NS,0.71,0.03,0.73,-0.2,0.18,0.24,0.11,0.08,88.84,-11.69,-0.0758,0.0768,0.06,False,False,False,False,True,False
SANOFI.NS,0.7,0.03,0.7,-0.19,0.18,0.15,0.12,0.09,89.13,-5.16,-0.0207,-0.0046,0.04,False,False,False,False,True,False
CONTROLPR.NS,0.78,0.09,0.81,-0.15,0.22,0.31,0.15,0.17,89.19,-7.59,-0.0274,0.1146,0.04,False,False,False,True,True,False
SATIN.NS,0.74,-0.0,0.77,-0.13,0.16,0.26,0.17,0.15,89.32,-11.82,-0.1056,0.0927,0.09,False,False,False,False,False,False
NAGAFERT.NS,0.66,0.18,0.72,-0.26,0.28,0.29,0.08,0.08,89.42,-7.27,0.0619,0.0527,-0.09,False,False,False,False,False,False
BBTCL.NS,0.75,-0.07,0.75,-0.16,0.11,0.15,0.14,0.17,89.46,-13.14,-0.0291,0.0995,0.02,False,False,False,False,False,False
SOUTHBANK.NS,0.62,0.05,0.77,-0.33,0.19,0.37,0.06,0.06,89.69,-11.03,-0.0134,0.1116,0.01,False,False,False,True,False,False
UNITECH.NS,0.55,5.23,0.79,-1.66,0.96,0.95,0.0,0.0,89.78,11.71,0.3168,0.2295,0.27,False,False,False,True,True,False
ATGL.NS,0.66,0.25,0.7,-0.34,0.34,0.39,0.06,0.1,89.84,-6.04,0.1469,0.0463,-0.24,False,False,False,False,False,False
SKMEGGPROD.NS,0.48,-0.36,0.81,0.01,0.02,0.2,0.32,0.25,89.97,-23.21,-0.2152,0.1383,0.09,False,False,False,False,False,False
GMDCLTD.NS,0.73,0.4,0.82,-0.12,0.47,0.78,0.17,0.1,90.03,-6.54,-0.0309,0.1754,0.05,False,False,False,True,False,False
GRAPHITE.NS,0.71,0.05,0.71,-0.24,0.19,0.38,0.09,0.19,90.06,-10.28,0.0253,0.0668,-0.02,False,False,False,False,False,False
AIROLAM.NS,0.69,0.08,0.71,-0.38,0.21,0.44,0.05,0.12,90.18,-5.08,0.0077,0.1376,-0.02,False,False,False,True,True,False
RADIOCITY.NS,0.63,0.22,0.74,-0.45,0.31,0.39,0.03,0.03,90.24,-7.33,0.0415,-0.0274,-0.06,False,False,False,False,False,False
PROZONER.NS,0.66,0.02,0.81,-0.24,0.17,0.28,0.09,0.08,90.25,-15.9,-0.0696,0.0343,0.04,False,False,False,False,False,False
VRLLOG.NS,0.74,-0.14,0.95,0.01,0.08,0.05,0.32,0.22,90.34,-5.7,-0.0677,0.0888,0.12,False,False,False,False,True,False
AKSHOPTFBR.NS,0.56,-0.25,0.8,-0.19,0.04,0.12,0.12,0.1,90.36,-16.64,-0.0747,0.0155,0.04,False,False,False,False,False,False
ASTRON.NS,0.58,-0.2,0.79,-0.18,0.05,0.09,0.13,0.1,90.39,-17.15,-0.1105,-0.0567,0.06,False,False,False,False,False,False
DBREALTY.NS,0.68,0.2,0.68,-0.49,0.3,0.77,0.03,0.02,90.42,-7.7,0.0025,0.1954,-0.0,False,False,False,True,False,False
IRISDOREME.NS,0.76,0.06,0.89,-0.14,0.2,0.06,0.16,0.17,90.43,-1.28,-0.0611,0.1424,0.48,False,False,False,False,True,False
NRAIL.NS,0.74,0.21,0.74,-0.14,0.31,0.5,0.16,0.18,90.52,-7.21,0.0489,0.0571,-0.07,False,False,False,True,False,False
SFL.NS,0.73,-0.17,0.89,-0.11,0.07,0.06,0.19,0.19,90.54,-12.29,-0.0817,0.0207,0.07,False,False,False,False,False,False
HTMEDIA.NS,0.67,-0.0,0.78,-0.29,0.16,0.32,0.07,0.07,90.54,-11.23,0.0053,0.0351,-0.0,False,False,False,True,False,False
BHANDARI.NS,0.59,-0.05,0.73,-0.4,0.12,0.52,0.04,0.02,90.69,-5.97,0.0665,0.1123,-0.11,False,False,False,False,True,False
BAFNAPH.NS,0.72,-0.2,0.72,-0.09,0.05,0.07,0.2,0.21,90.77,-9.87,-0.0015,0.0522,0.0,False,False,False,False,False,False
SHYAMCENT.NS,0.58,-0.03,0.86,-0.15,0.14,0.1,0.15,0.09,90.82,-9.55,-0.0399,0.0895,0.04,False,False,False,False,True,False
AHLADA.NS,0.68,0.04,0.68,-0.08,0.19,0.16,0.22,0.15,90.82,-5.75,-0.0177,0.064,0.03,False,False,False,False,True,False
MAANALU.NS,0.75,0.99,0.75,-0.27,0.76,0.61,0.08,0.07,90.86,-4.86,-0.0287,0.1989,0.06,False,False,False,True,False,False
SUBEXLTD.NS,0.65,-0.16,0.78,-0.2,0.07,0.16,0.11,0.09,90.92,-12.71,-0.0239,0.051,0.02,False,False,False,False,False,False
IDFCFIRSTB.NS,0.74,-0.19,0.86,-0.09,0.06,0.12,0.2,0.23,90.98,-13.73,-0.0851,0.0687,0.06,False,False,False,False,False,False
ACL.NS,0.64,-0.16,0.81,-0.09,0.07,0.13,0.21,0.12,91.01,-13.06,-0.0545,-0.0152,0.04,False,False,False,False,False,False
VAKRANGEE.NS,0.63,0.29,0.71,-0.32,0.37,0.4,0.06,0.08,91.01,-7.72,0.0248,-0.0242,-0.03,False,False,False,False,False,False
APOLLO.NS,0.64,0.81,0.8,-0.54,0.69,0.76,0.02,0.08,91.11,-3.76,-0.0858,0.2228,0.23,False,False,False,True,False,False
DHAMPURSUG.NS,0.68,-0.16,0.87,-0.08,0.07,0.06,0.21,0.18,91.35,-15.51,-0.1053,0.0252,0.07,False,False,False,False,True,False
GILLANDERS.NS,0.55,0.24,0.79,-0.1,0.33,0.34,0.2,0.09,91.36,-9.91,-0.0631,0.0874,0.06,False,False,False,True,False,False
RIIL.NS,0.73,0.14,0.79,-0.3,0.24,0.37,0.06,0.12,91.4,-6.64,0.0434,0.0844,-0.07,False,False,False,True,False,False
PATELENG.NS,0.77,0.06,0.81,-0.16,0.2,0.5,0.15,0.09,91.48,0.3,0.0978,0.1555,3.29,False,False,False,True,True,False
BSOFT.NS,0.76,0.33,0.82,-0.28,0.42,0.61,0.07,0.05,91.48,-6.31,0.03,0.1092,-0.05,False,False,False,True,False,False
ACLGATI.NS,0.58,-0.33,0.86,-0.1,0.02,0.05,0.19,0.21,91.57,-19.58,-0.161,0.0414,0.08,False,False,False,False,False,False
SIS.NS,0.77,-0.12,0.86,-0.07,0.09,0.15,0.23,0.23,91.62,-9.44,-0.0367,0.0035,0.04,False,False,False,False,False,False
IIFL.NS,0.67,-0.21,0.76,-0.26,0.05,0.09,0.09,0.11,91.65,-11.69,-0.1564,0.105,0.13,False,False,False,False,True,False
VIPIND.NS,0.71,-0.27,0.89,-0.07,0.03,0.04,0.22,0.2,91.87,-9.12,-0.0865,0.0407,0.09,False,False,False,False,True,False
JAYBARMARU.NS,0.74,-0.1,0.77,-0.27,0.1,0.18,0.08,0.14,91.95,-7.49,-0.0017,0.0793,0.0,False,False,False,False,False,False
SUPREMEINF.NS,0.57,1.72,0.57,-0.39,0.89,0.92,0.04,0.61,91.96,1.89,0.2446,0.1774,1.29,False,False,False,True,False,False
MUKANDLTD.NS,0.72,-0.11,0.8,-0.11,0.09,0.29,0.19,0.22,92.04,-10.28,-0.033,0.1022,0.03,False,False,False,False,False,False
PARAGMILK.NS,0.65,-0.15,0.76,-0.29,0.08,0.4,0.07,0.09,92.06,-12.73,-0.0882,0.055,0.07,False,False,False,False,False,False
AHLEAST.NS,0.75,0.06,0.79,-0.2,0.2,0.2,0.12,0.11,92.06,-6.92,0.0006,0.0547,-0.0,False,False,False,False,True,False
RHIM.NS,0.72,-0.17,0.79,0.02,0.06,0.11,0.33,0.28,92.07,-14.61,-0.077,0.0717,0.05,False,False,False,False,False,False
APLAPOLLO.NS,0.79,-0.17,0.82,-0.09,0.06,0.22,0.2,0.33,92.1,-11.27,-0.0905,0.1101,0.08,False,False,False,False,False,False
DELTAMAGNT.NS,0.72,0.06,0.72,-0.12,0.19,0.26,0.18,0.24,92.14,-5.62,0.0424,0.1002,-0.08,False,False,False,False,False,False
WONDERLA.NS,0.79,0.35,0.79,-0.14,0.43,0.49,0.16,0.18,92.2,-0.45,-0.0161,0.1582,0.36,False,False,False,True,True,False
ADORWELD.NS,0.77,0.15,0.83,-0.1,0.25,0.25,0.19,0.2,92.23,-1.56,-0.0547,0.1255,0.35,False,False,False,True,True,False
RAJESHEXPO.NS,0.55,-0.43,0.88,-0.04,0.01,0.01,0.25,0.25,92.33,-20.63,-0.233,-0.034,0.11,False,False,False,False,False,False
MANAKSTEEL.NS,0.51,0.06,0.71,-0.41,0.2,0.35,0.04,0.03,92.36,-6.04,0.076,0.1119,-0.13,False,False,False,True,False,False
CAMLINFINE.NS,0.57,-0.31,0.86,-0.07,0.03,0.03,0.22,0.21,92.38,-16.58,-0.1108,0.008,0.07,False,False,False,False,False,False
CELEBRITY.NS,0.78,0.1,0.78,0.1,0.22,0.35,0.41,0.25,92.4,-1.69,-0.0077,0.097,0.05,False,False,False,False,True,False
OLECTRA.NS,0.7,0.25,0.77,-0.38,0.34,0.53,0.05,0.08,92.42,-2.64,0.1074,0.1906,-0.41,False,False,False,True,False,False
MAGNUM.NS,0.67,0.38,0.81,-0.28,0.46,0.49,0.08,0.06,92.47,-0.47,0.0479,0.1933,-1.01,False,False,False,True,True,False
HAVISHA.NS,0.64,0.34,0.84,-0.12,0.42,0.43,0.17,0.13,92.59,-4.29,0.0936,0.0819,-0.22,False,False,False,True,False,False
APOLLOPIPE.NS,0.81,-0.09,0.9,-0.09,0.1,0.09,0.2,0.16,92.6,-5.16,-0.0532,0.0963,0.1,False,False,False,False,True,False
SCHAND.NS,0.7,-0.09,0.83,-0.17,0.1,0.24,0.14,0.13,92.7,-8.71,-0.0345,0.0937,0.04,False,False,False,False,True,False
