Exchange,Ticker,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year
xnas,utmd,0.21,1.96,4.91,-3.2,-8.14,-14.78,-10.93,-9.73,2.36,7.14
xnas,uthr,1.91,2.19,10.44,5.9,-7.66,17.88,12.99,21.38,6.03,13.13
xnas,uslm,-0.17,3.28,7.78,17.59,-19.94,62.06,63.75,47.03,24.52,19.68
xnas,uvsp,2.29,-0.2,-1.23,2.49,1.29,41.64,6.18,12.52,6.95,5.78
xnas,valu,2.21,-1.96,-2.73,-2.72,-26.05,5.64,-12.54,7.21,13.51,7.35
xnas,vabk,0.19,-1.2,0.84,4.82,-1.6,26.78,9.03,11.73,8.83,8.43
xnas,vani,0.88,-8.73,11.65,5.5,-0.86,-28.57,,,,
xnas,vbix,-13.82,27.77,17.59,27.77,29.77,800.77,-20.93,-3.8,-53.82,-33.41
xnas,vctr,2.7,4.73,11.62,12.31,-0.08,34.69,35.73,31.32,,
xnas,vbtx,2.9,2.64,6.55,1.75,-7.0,27.6,-7.67,7.15,7.61,
xnas,veee,6.96,9.33,-5.38,-37.94,-55.27,-67.2,-57.17,,,
xnas,vcyt,1.78,3.19,-10.14,-15.53,-30.66,28.26,16.52,1.06,8.87,
xnas,vcel,-0.23,4.86,12.61,-11.2,-21.14,-5.48,17.86,24.05,30.11,2.48
xnas,veco,1.43,6.53,7.19,-1.01,-23.25,-52.58,-1.9,7.64,-4.1,-3.61
xnas,vc,1.03,-1.07,3.7,-4.38,-5.86,-22.29,-9.93,0.45,1.85,
xnas,veea,1.49,1.99,34.87,16.48,-46.19,,,,,
xnas,vera,-25.89,19.79,3.13,-22.53,-46.32,-40.29,18.71,,,
xnas,verb,3.22,11.0,75.73,83.27,37.31,-69.12,-86.52,-75.49,-62.33,
xnas,veri,1.35,-4.46,-19.79,-39.27,-54.27,-40.71,-41.65,-33.06,,
xnas,vsec,,,,,,,,,,
xnas,vsee,,,,,,,,,,
xnas,wash,2.4,0.14,-1.42,-6.98,-8.07,15.6,-11.76,1.78,1.98,7.46
xnas,vstm,3.88,-14.63,-1.68,-7.76,24.18,76.37,-24.03,-22.23,-24.33,
xnas,vxrt,2.48,-6.42,7.02,-14.11,-38.79,-49.28,-50.93,-30.05,-33.09,-10.22
xnas,wabc,1.68,1.02,-0.31,-3.51,-5.76,5.12,-3.42,-1.21,3.09,2.02
xnas,wafd,2.36,2.32,3.38,2.05,-8.13,10.61,-0.62,2.63,5.2,5.99
xnas,watt,2.52,1.14,-0.07,-11.0,-71.8,-79.73,-75.92,-63.95,-46.93,
xnas,vygr,7.27,29.2,8.92,-14.49,-37.57,-58.25,-12.42,-21.69,,
xnas,vyne,0.0,5.26,-25.93,-57.08,-70.15,-57.98,-50.62,-63.21,,
xnas,wba,0.0,0.0,2.37,6.13,20.58,-25.91,-29.61,-16.05,-10.7,0.32
xnas,way,2.67,2.95,1.91,1.2,12.15,,,,,
xnas,wbd,1.76,-1.5,16.49,-8.22,-7.1,17.75,-16.47,-16.9,-11.8,2.29
xnas,wbtn,-0.46,-0.57,-4.9,-5.1,-35.64,,,,,
xnas,wdfc,1.0,0.78,5.02,1.76,1.95,9.99,10.13,6.53,12.44,15.49
xnas,wen,0.09,3.77,-0.34,-21.97,-25.89,-26.17,-8.64,-7.91,4.01,9.77
xnas,wday,1.05,2.02,1.99,-0.41,-2.06,17.57,16.74,7.18,12.28,
xnas,wdc,0.73,7.76,25.42,34.02,26.17,-0.02,8.0,9.2,-1.07,6.52
xnas,wern,-0.52,3.47,6.67,-16.39,-24.47,-25.7,-12.02,-7.02,1.84,3.87
xnas,west,1.5,-1.89,11.94,0.6,5.14,-35.71,,,,
xnas,weth,1.12,4.66,6.45,-30.07,-43.5,-33.77,-58.51,-44.45,3.63,-34.42
xnas,wfcf,0.71,2.14,-10.04,-11.76,-25.23,-19.18,-0.75,8.77,-1.01,19.21
xnas,weys,0.69,1.75,6.42,0.81,-13.61,15.0,8.4,13.21,4.3,4.92
xnas,wina,0.89,1.75,17.5,35.62,10.44,28.98,31.85,25.19,17.22,20.04
xnas,whlr,-7.37,15.2,-32.67,-87.52,-99.03,-99.94,-98.81,-92.55,-14.09,
xnas,wgs,4.19,1.19,13.91,-25.91,-6.23,174.76,1.97,,,
xnas,wing,0.85,9.69,40.56,71.96,32.08,-2.58,68.7,26.45,,
xnas,whwk,11.31,10.65,18.35,-10.95,-40.73,5.65,-50.44,,,
xnas,wgrx,-2.87,-15.92,-62.78,-41.72,,,,,,
xnas,wint,-3.22,-25.35,-36.88,-72.15,-96.75,-99.65,-97.0,-92.9,-100.0,-100.0
xnas,wkhs,4.41,4.86,-11.46,-78.74,-89.24,-97.91,-89.15,-74.05,-48.75,-40.93
xnas,wksp,6.75,14.08,7.82,-47.92,-64.78,-45.82,-46.11,-29.03,-37.57,-21.9
xnas,wldn,2.35,5.44,41.94,76.88,49.62,80.06,28.48,15.65,15.15,22.82
xnas,wmg,0.61,0.19,-13.24,-21.5,-13.77,-9.7,-0.28,-0.3,,
xnas,wlfc,1.46,8.31,8.66,-19.85,-29.66,136.25,58.5,38.72,22.81,19.61
xnas,woof,-23.34,-24.39,-9.31,10.12,-27.17,-27.36,-44.49,,,
xnas,worx,-0.93,-7.6,-13.48,-46.91,-71.1,-74.56,-64.93,-64.48,,
xnas,wrld,3.99,5.51,23.95,30.39,44.96,26.37,7.03,15.37,7.75,10.9
xnas,wsbc,2.63,1.43,3.58,-3.45,-2.92,21.08,1.46,9.32,2.76,6.82
xnas,wrap,0.71,-2.76,-6.0,-34.42,-33.49,0.71,-12.71,-29.03,,
xnas,wneb,1.64,-1.27,-0.84,1.19,2.83,46.56,6.22,10.78,4.22,3.38
xnas,wsbk,-1.7,-1.8,-4.54,,,,,,,
xnas,wsbf,1.82,3.72,8.41,-1.95,1.93,14.29,-3.34,2.55,5.4,13.56
xnas,wsc,2.77,4.97,6.59,-4.78,-15.22,-26.34,-8.61,12.64,11.2,
xnas,wtfc,2.38,1.93,7.44,8.1,-1.6,30.25,12.36,20.7,9.9,9.5
xnas,wtba,2.24,-0.93,-1.92,-6.89,-9.01,21.18,-4.07,4.04,4.14,9.15
xnas,wsfs,2.33,0.36,0.55,3.22,0.51,22.69,8.54,11.79,8.14,10.37
xnas,wvvi,0.34,-0.33,-2.82,-4.88,74.63,38.7,-2.87,-0.9,-1.49,3.68
xnas,wwd,0.55,8.45,19.79,32.49,41.31,29.44,32.66,22.97,16.13,15.61
xnas,wulf,13.58,23.23,39.42,29.46,-23.14,35.51,13.69,,,
xnas,wynn,0.07,-8.0,0.04,-5.26,-2.74,-8.85,8.57,-3.38,-1.07,3.7
xnas,xage,-7.14,-17.27,-41.37,-53.24,-67.4,-96.49,,,,
xnas,xair,3.54,4.11,-4.62,-27.99,-47.03,-83.91,-67.4,-51.1,,
xnas,xbio,-4.63,-1.45,-4.63,-21.99,-25.9,-25.72,-26.05,-21.76,-43.37,
xnas,xbit,1.4,1.75,4.32,-9.09,-26.58,-59.15,-20.4,-17.99,-12.41,
xnas,xbp,-0.98,-1.82,-10.62,-20.47,-7.34,-21.09,,,,
xnas,xcur,9.09,9.42,2.86,-5.43,-20.99,356.18,-15.66,-52.44,,
xnas,xelb,-4.55,-19.57,-22.7,-32.74,-63.3,-72.65,-50.52,-28.12,-31.05,-10.75
xnas,xgn,0.83,4.32,12.93,131.63,76.83,255.39,12.15,-10.15,,
xnas,xers,2.69,-7.29,6.51,10.9,35.1,94.07,30.1,-1.08,,
xnas,xel,-0.09,-2.27,-3.59,2.1,3.12,29.01,0.05,3.74,10.24,10.58
xnas,xfor,16.22,26.47,33.54,-61.79,-80.46,-85.95,-50.19,-56.08,,
xnas,xhld,7.76,11.81,-27.96,-21.35,,,,,,
xnas,xlo,3.2,-34.58,0.98,-24.95,-26.7,-31.37,-38.57,,,
xnas,xncr,5.81,20.63,14.07,-30.32,-58.01,-55.96,-23.04,-20.3,-6.56,
xnas,xmtr,4.11,10.86,20.06,48.73,-13.85,145.66,3.53,,,
xnas,xoma,1.0,1.98,9.59,16.41,-3.92,5.3,11.35,3.03,-9.97,-10.95
xnas,xpon,6.67,5.89,16.25,-2.04,-59.83,-99.36,-86.05,,,
xnas,xpel,0.93,2.72,10.53,23.37,-7.49,-6.55,-10.58,17.61,28.54,62.67
xnas,xos,2.61,-4.55,-17.32,-25.71,-2.78,-58.28,-66.84,,,
xnas,xrtx,0.0,-2.66,-12.86,-8.49,-19.0,-61.72,-58.57,-38.69,,
xnas,xp,-0.35,1.81,24.83,35.46,66.33,6.32,-1.72,-9.94,,
xnas,xray,0.25,-0.25,19.22,-0.98,-15.17,-40.32,-24.1,-18.07,-9.05,-2.54
xnas,xrx,2.81,4.91,-5.18,-15.51,-37.66,-57.38,-25.15,-11.53,-13.48,-5.73
xnas,xtia,8.14,10.71,46.46,-33.81,-82.7,-99.08,,,,
xnas,xwel,-1.86,4.51,15.08,-10.38,-37.09,-41.72,-60.22,-63.27,-59.46,
xnas,xxii,-0.13,-1.2,-37.73,-64.2,-86.05,-99.32,-97.69,-87.64,-65.91,
xnas,yhgj,-8.2,-5.1,-17.87,17.32,42.89,-30.96,2.74,-9.43,-14.66,-10.76
xnas,yhc,2.94,9.38,-26.32,-97.84,-97.04,-96.15,,,,
xnas,ymab,3.33,14.57,36.53,0.38,-32.69,-57.19,-25.74,-34.3,,
xnas,yorw,0.31,-2.36,-9.07,-4.92,-1.87,-10.62,-5.88,-5.2,5.9,8.01
xnas,yosh,0.75,0.37,-11.42,18.32,311.59,247.04,,,,
xnas,yyai,8.22,10.0,2.2,-9.48,-29.92,-94.21,-95.06,-79.63,,
xnas,zbio,15.71,16.81,23.21,52.96,35.78,,,,,
xnas,zbra,1.41,1.93,17.74,0.27,-23.53,-3.94,-4.15,1.25,9.96,17.3
xnas,zena,-3.6,54.87,109.27,41.58,-44.21,,,,,
xnas,zd,1.49,2.65,5.88,-14.94,-38.72,-42.17,-24.38,-5.21,0.19,8.0
xnas,zenv,6.8,6.87,-17.59,-25.83,-42.7,-57.62,-28.16,,,
xnas,zeo,-2.16,-11.97,67.9,62.87,-20.7,-41.25,,,,
xnas,zeus,0.48,7.15,-0.69,-0.41,-2.68,-35.62,-2.81,22.16,5.46,2.11
xnas,zg,0.75,4.9,5.07,-3.84,-2.03,66.45,19.83,3.12,8.74,
xnas,zimv,2.85,2.63,6.71,-26.72,-32.76,-42.77,-22.79,,,
xnas,zion,,,,,,,,,,
xnas,zntl,,,,,,,,,,
xnas,zm,,,,,,,,,,
xnas,zs,,,,,,,,,,
xnas,zspc,,,,,,,,,,
xnas,ztek,,,,,,,,,,
xnas,zvra,,,,,,,,,,
xnas,zumz,,,,,,,,,,
xnys,adc,0.14,-1.73,-3.14,-0.23,6.84,24.34,5.62,5.2,12.64,10.79
xnys,a,1.63,3.47,10.03,-8.3,-13.62,-12.09,-2.43,5.85,11.78,10.66
xnys,acre,2.57,3.9,16.26,3.35,-16.13,-19.29,-16.57,1.81,3.86,
xnys,adct,6.69,18.77,184.5,109.71,84.42,5.46,-19.44,-36.28,,
xnys,d,-0.41,-1.59,3.21,5.12,6.02,11.8,-8.31,-3.87,2.41,6.2
xnys,adc,0.14,-1.73,-3.14,-0.23,6.84,24.34,5.62,5.2,12.64,10.79
xnys,acva,1.41,0.98,7.12,16.73,-23.43,-6.4,24.46,,,
xnys,adnt,2.04,2.76,26.74,3.16,-7.02,-41.36,-24.62,-5.62,,
xnys,adm,0.94,-1.76,-0.81,-0.27,-4.12,-19.18,-15.66,5.68,2.06,6.79
xnys,adt,2.18,1.32,2.68,10.19,22.79,16.73,5.56,1.98,,
xnys,aer,0.85,0.97,8.73,16.0,22.66,29.18,33.65,25.6,9.3,16.67
xnys,aeg,0.83,0.83,9.19,14.9,23.09,18.92,14.3,19.68,2.48,4.82
xnys,aeo,0.2,-7.3,-7.89,-16.45,-37.55,-50.51,-2.87,-0.93,-1.08,3.1
xnys,aee,0.02,-0.87,-3.44,-0.4,8.54,36.98,3.65,7.4,11.8,11.6
xnys,aes,3.62,7.93,4.31,1.8,-12.65,-43.09,-17.16,-0.26,2.35,3.96
xnys,aem,-3.35,-0.02,-0.64,20.93,51.86,74.07,31.98,16.62,15.28,5.6
xnys,aesi,2.9,7.98,6.28,-22.54,-38.59,-35.51,,,,
xnys,afg,1.71,0.95,-3.7,-0.02,-5.97,4.38,2.02,21.78,12.66,14.84
xnys,afl,1.44,0.14,-1.55,-3.42,1.35,19.8,22.71,22.54,14.22,12.46
xnys,ag,-1.66,34.04,29.49,41.69,50.82,21.02,-1.66,-2.97,5.66,5.8
xnys,agco,0.19,3.06,7.33,4.67,8.64,-1.41,-5.47,14.1,9.33,10.87
xnys,agi,-1.26,2.97,-2.13,11.7,44.71,58.16,51.0,29.47,16.09,4.5
xnys,agm,4.29,3.1,9.95,-4.12,-1.66,13.4,25.79,23.68,21.65,20.03
xnys,agl,2.86,-2.7,-51.57,-38.81,13.68,-68.24,-52.02,,,
xnys,agm,4.29,3.1,9.95,-4.12,-1.66,13.4,25.79,23.68,21.65,20.03
xnys,agm,4.29,3.1,9.95,-4.12,-1.66,13.4,25.79,23.68,21.65,20.03
xnys,d,-0.41,-1.59,3.21,5.12,6.02,11.8,-8.31,-3.87,2.41,6.2
xnys,agm,4.29,3.1,9.95,-4.12,-1.66,13.4,25.79,23.68,21.65,20.03
xnys,f,1.58,-1.16,-0.29,8.32,8.18,-8.78,-1.05,12.69,1.18,3.04
xnys,e,0.43,3.04,7.89,10.2,15.23,6.11,5.62,12.85,3.2,3.72
xnys,agm,4.29,3.1,9.95,-4.12,-1.66,13.4,25.79,23.68,21.65,20.03
xnys,g,2.45,0.19,-13.18,-15.11,0.81,31.6,-0.08,3.92,7.57,7.34
xnys,ago,1.56,1.03,-3.77,1.24,-4.34,11.81,14.52,25.44,12.64,13.44
xnys,agro,0.44,-1.09,5.07,-13.22,-1.54,2.48,-1.83,15.67,0.22,
xnys,ags,0.0,1.31,2.15,2.65,7.37,6.91,27.17,18.58,,
xnys,agx,3.34,15.6,43.45,109.4,77.95,253.68,82.06,43.55,21.3,24.12
xnys,a,1.63,3.47,10.03,-8.3,-13.62,-12.09,-2.43,5.85,11.78,10.66
xnys,ahh,1.73,1.58,2.02,-18.53,-29.52,-29.76,-12.24,0.38,3.12,
xnys,ahl,-0.94,-1.72,,,,,,,,
xnys,ahh,1.73,1.58,2.02,-18.53,-29.52,-29.76,-12.24,0.38,3.12,
xnys,ahl,-0.94,-1.72,,,,,,,,
xnys,ahl,-0.94,-1.72,,,,,,,,
xnys,d,-0.41,-1.59,3.21,5.12,6.02,11.8,-8.31,-3.87,2.41,6.2
xnys,ahl,-0.94,-1.72,,,,,,,,
xnys,e,0.43,3.04,7.89,10.2,15.23,6.11,5.62,12.85,3.2,3.72
xnys,f,1.58,-1.16,-0.29,8.32,8.18,-8.78,-1.05,12.69,1.18,3.04
xnys,d,-0.41,-1.59,3.21,5.12,6.02,11.8,-8.31,-3.87,2.41,6.2
xnys,f,1.58,-1.16,-0.29,8.32,8.18,-8.78,-1.05,12.69,1.18,3.04
xnys,ahr,1.46,1.55,9.07,23.12,25.72,148.33,,,,
xnys,aht,1.04,2.83,-2.68,-25.19,-19.05,-49.39,-56.42,-64.82,-10.36,2.1
xnys,aht,1.04,2.83,-2.68,-25.19,-19.05,-49.39,-56.42,-64.82,-10.36,2.1
xnys,aht,1.04,2.83,-2.68,-25.19,-19.05,-49.39,-56.42,-64.82,-10.36,2.1
xnys,aht,1.04,2.83,-2.68,-25.19,-19.05,-49.39,-56.42,-64.82,-10.36,2.1
xnys,aht,1.04,2.83,-2.68,-25.19,-19.05,-49.39,-56.42,-64.82,-10.36,2.1
xnys,g,2.45,0.19,-13.18,-15.11,0.81,31.6,-0.08,3.92,7.57,7.34
xnys,h,2.05,0.45,9.22,-3.11,-15.33,-8.55,12.09,16.11,9.06,8.8
xnys,aht,1.04,2.83,-2.68,-25.19,-19.05,-49.39,-56.42,-64.82,-10.36,2.1
xnys,ai,,,,,,,,,,
xnys,aig,2.25,3.19,5.83,7.95,20.52,17.61,15.82,20.98,5.19,7.92
xnys,ain,1.22,1.91,5.73,-6.6,-15.47,-20.54,-6.72,0.11,6.56,10.16
xnys,aiv,1.59,4.39,3.74,-6.09,-1.76,10.79,13.02,,,
xnys,aii,,,,,,,,,,
xnys,air,0.89,8.91,13.78,4.35,9.14,-0.99,10.3,19.72,8.54,9.32
xnys,ait,1.18,2.34,5.26,1.44,-2.81,24.36,30.31,28.98,19.02,16.15
xnys,b,-1.05,3.44,3.59,7.91,29.16,16.74,1.06,-1.01,7.13,-3.27
xnys,al,1.05,0.47,9.89,25.49,20.51,26.69,16.95,12.01,5.61,
xnys,a,1.63,3.47,10.03,-8.3,-13.62,-12.09,-2.43,5.85,11.78,10.66
xnys,alb,2.03,7.3,4.07,-21.24,-30.02,-48.01,-36.94,-4.28,1.97,4.42
xnys,ale,0.17,0.34,0.76,1.04,2.96,8.16,5.1,4.57,6.23,7.48
xnys,alb,2.03,7.3,4.07,-21.24,-30.02,-48.01,-36.94,-4.28,1.97,4.42
xnys,alc,0.99,2.15,-8.2,-4.34,3.81,-4.23,5.49,7.13,,
xnys,akr,2.09,1.51,1.45,-12.3,-18.25,17.13,3.99,6.17,-0.71,4.29
xnys,alex,0.61,1.34,5.03,3.52,3.58,13.03,0.73,9.23,-0.23,
xnys,alg,0.9,4.61,20.06,13.35,11.75,10.83,20.47,13.12,14.61,15.99
xnys,alit,,,,,,,,,,
xnys,alk,3.53,3.08,5.13,-15.59,-18.92,28.11,2.43,4.21,-1.19,11.21
xnys,all,0.68,-0.86,2.97,5.89,8.44,29.29,18.1,16.26,13.33,15.05
xnys,all,0.68,-0.86,2.97,5.89,8.44,29.29,18.1,16.26,13.33,15.05
xnys,b,-1.05,3.44,3.59,7.91,29.16,16.74,1.06,-1.01,7.13,-3.27
xnys,all,0.68,-0.86,2.97,5.89,8.44,29.29,18.1,16.26,13.33,15.05
xnys,h,2.05,0.45,9.22,-3.11,-15.33,-8.55,12.09,16.11,9.06,8.8
xnys,all,0.68,-0.86,2.97,5.89,8.44,29.29,18.1,16.26,13.33,15.05
xnys,j,2.14,1.08,7.13,3.55,-3.97,11.01,4.63,12.05,13.84,9.64
xnys,ally,3.13,3.71,11.56,4.54,2.47,-2.5,-2.14,13.03,6.82,
xnys,altg,2.76,25.26,25.93,18.95,-7.28,-22.68,-16.02,-3.65,,
xnys,altg,2.76,25.26,25.93,18.95,-7.28,-22.68,-16.02,-3.65,,
xnys,alsn,1.01,0.04,6.91,8.11,-3.66,43.17,37.24,21.34,13.78,
xnys,alle,0.67,-2.49,-0.54,9.67,6.87,20.06,8.87,5.03,9.33,
xnys,a,1.63,3.47,10.03,-8.3,-13.62,-12.09,-2.43,5.85,11.78,10.66
xnys,alur,-0.37,1.13,14.47,5.08,-74.98,-92.37,,,,
xnys,alv,0.43,2.72,13.94,10.01,14.11,-9.47,11.93,10.83,3.13,9.32
xnys,alx,1.09,1.81,11.95,7.74,19.09,16.16,6.46,2.25,-0.06,4.71
xnys,am,1.08,-0.11,7.14,16.54,27.3,35.59,24.39,32.99,,
xnys,ambp,0.51,1.03,11.93,48.92,37.54,12.12,-7.7,,,
xnys,ame,0.8,-0.22,6.26,-2.98,-0.89,6.41,14.01,13.54,13.15,16.93
xnys,amc,0.0,-4.49,26.87,12.96,-14.57,-41.28,-59.9,-33.46,-17.14,
xnys,amcr,0.77,0.0,0.63,-8.63,-0.48,-5.34,-7.71,1.2,,
xnys,ambc,-2.25,-5.62,-8.88,-19.32,-41.58,-44.48,-12.44,-13.1,-11.05,
xnys,amg,1.08,3.57,5.63,12.71,-1.41,16.5,10.22,18.49,-1.76,6.92
xnys,amh,-0.49,-3.09,-5.29,2.52,-1.18,5.56,1.88,8.12,9.59,
xnys,amh,-0.49,-3.09,-5.29,2.52,-1.18,5.56,1.88,8.12,9.59,
xnys,g,2.45,0.19,-13.18,-15.11,0.81,31.6,-0.08,3.92,7.57,7.34
xnys,amh,-0.49,-3.09,-5.29,2.52,-1.18,5.56,1.88,8.12,9.59,
xnys,h,2.05,0.45,9.22,-3.11,-15.33,-8.55,12.09,16.11,9.06,8.8
xnys,amp,2.01,1.84,9.03,3.44,-2.01,23.3,24.97,28.46,16.05,19.69
xnys,amn,5.08,-0.05,7.76,-18.53,-11.79,-60.9,-40.35,-15.59,-2.67,6.57
xnys,ampy,0.0,13.24,22.18,-14.7,-45.83,-44.35,-30.5,7.73,-10.98,
xnys,amr,2.73,-1.3,-14.07,-17.45,-44.74,-64.3,-11.97,84.85,,
xnys,ampx,10.27,7.81,25.0,45.73,3.57,114.81,,,,
xnys,amrc,4.44,12.55,19.31,66.95,-33.94,-56.33,-36.08,-8.03,8.28,
xnys,amt,-1.7,-0.98,-5.04,3.53,16.81,9.83,-4.67,-1.82,10.71,13.01
xnys,amtb,2.24,-0.86,0.17,-19.57,-21.64,-18.55,-14.63,3.25,,
xnys,amtd,1.87,7.92,9.0,3.82,-9.17,-36.63,-50.41,-51.1,,
xnys,amtm,2.66,8.47,1.36,22.26,6.56,,,,,
xnys,amwl,0.58,3.26,2.5,-18.6,-4.0,-10.68,-56.33,,,
xnys,amx,1.86,0.41,-1.39,14.97,18.59,-1.93,-1.68,6.78,0.84,-0.03
xnys,anet,2.17,12.25,7.14,15.31,-12.01,31.17,55.47,45.92,35.05,
xnys,anf,4.36,5.73,19.26,-0.71,-44.48,-52.77,59.3,43.1,14.48,6.59
xnys,an,0.66,1.76,6.01,8.88,10.15,12.0,15.07,33.9,11.28,15.75
xnys,b,-1.05,3.44,3.59,7.91,29.16,16.74,1.06,-1.01,7.13,-3.27
xnys,d,-0.41,-1.59,3.21,5.12,6.02,11.8,-8.31,-3.87,2.41,6.2
xnys,anro,7.98,-0.39,17.35,-34.94,-39.24,-78.16,,,,
xnys,anvs,5.25,36.6,122.92,87.72,-36.18,-51.87,-33.67,-9.61,,
xnys,aon,0.16,-0.27,3.68,-7.41,3.72,30.85,11.68,13.83,14.47,16.78
xnys,aomr,1.21,0.77,-2.56,-0.84,5.82,-14.75,-2.34,,,
xnys,aort,-0.58,-2.13,5.58,17.16,1.26,22.41,17.1,2.78,10.41,12.51
xnys,aos,0.85,0.05,-4.64,-5.2,-4.68,-18.79,3.26,6.2,7.49,16.42
xnys,ap,3.64,22.92,66.67,87.82,77.03,193.65,-6.66,3.8,-11.35,-6.13
xnys,apam,1.12,1.04,4.33,-2.1,-0.72,2.33,8.46,12.29,5.11,
xnys,aph,0.91,3.81,17.12,51.46,34.67,43.61,38.58,28.98,21.04,21.68
xnys,apd,1.29,0.31,4.54,-9.45,-2.31,6.36,5.29,4.66,8.92,11.81
xnys,apg,1.77,4.44,14.71,35.09,35.5,30.04,39.51,32.36,,
xnys,aple,1.73,1.55,4.77,-16.36,-20.72,-11.25,-4.97,3.42,0.88,
xnys,apo,2.43,2.11,3.6,-0.61,-18.61,19.81,32.85,21.83,21.07,
xnys,a,1.63,3.47,10.03,-8.3,-13.62,-12.09,-2.43,5.85,11.78,10.66
xnys,apo,2.43,2.11,3.6,-0.61,-18.61,19.81,32.85,21.83,21.07,
xnys,aqn,0.17,6.56,6.56,23.49,32.92,-0.75,-21.99,-11.1,3.08,8.48
xnys,aptv,1.77,-0.25,14.52,2.3,10.19,-18.03,-15.36,-4.94,-0.04,
xnys,ar,3.93,3.2,8.87,14.42,10.27,13.44,-5.79,64.38,0.12,
xnys,arco,0.13,1.62,-4.68,-4.05,4.26,-21.2,1.3,12.35,4.14,
xnys,ardt,0.75,2.62,14.22,-0.73,-13.0,,,,,
xnys,are,1.41,0.48,-1.45,-28.01,-26.35,-34.91,-19.26,-9.85,2.23,4.66
xnys,b,-1.05,3.44,3.59,7.91,29.16,16.74,1.06,-1.01,7.13,-3.27
xnys,ares,2.29,5.06,8.93,14.1,-1.15,32.68,35.77,36.41,25.99,
xnys,ares,2.29,5.06,8.93,14.1,-1.15,32.68,35.77,36.41,25.99,
xnys,a,1.63,3.47,10.03,-8.3,-13.62,-12.09,-2.43,5.85,11.78,10.66
xnys,ari,1.12,1.22,6.53,2.2,17.78,10.94,3.81,8.78,4.21,4.84
xnys,aris,3.52,12.66,-2.44,-5.99,4.26,68.77,7.26,,,
xnys,arl,4.58,7.22,26.97,8.66,4.22,8.51,-6.9,7.74,11.72,4.43
xnys,arlo,3.52,17.18,62.28,41.6,49.96,20.29,31.32,42.86,,
xnys,aroc,2.96,6.06,10.41,12.47,7.63,43.77,41.13,33.93,2.31,3.71
xnys,armk,0.98,-0.91,6.89,13.21,8.12,24.05,13.56,11.26,5.54,
xnys,arr,0.06,2.04,4.22,-7.45,-5.94,-1.07,-8.45,-2.24,-1.21,0.41
xnys,arr,0.06,2.04,4.22,-7.45,-5.94,-1.07,-8.45,-2.24,-1.21,0.41
xnys,c,2.07,3.9,12.65,11.67,12.77,29.96,18.1,8.56,5.35,6.31
xnys,arw,0.97,3.0,5.94,15.16,7.79,-7.57,-0.25,9.89,7.56,11.02
xnys,as,0.37,3.13,46.73,32.63,34.19,147.82,,,,
xnys,asan,1.09,-16.92,-9.32,-16.31,-26.59,7.67,-12.22,,,
xnys,asb,3.01,2.81,5.54,3.52,0.63,18.76,7.95,11.14,4.46,6.29
xnys,asb,3.01,2.81,5.54,3.52,0.63,18.76,7.95,11.14,4.46,6.29
xnys,e,0.43,3.04,7.89,10.2,15.23,6.11,5.62,12.85,3.2,3.72
xnys,asb,3.01,2.81,5.54,3.52,0.63,18.76,7.95,11.14,4.46,6.29
xnys,f,1.58,-1.16,-0.29,8.32,8.18,-8.78,-1.05,12.69,1.18,3.04
xnys,asc,-0.83,-0.21,-2.63,-1.73,-20.0,-54.25,14.12,16.49,1.21,
xnys,asgn,1.29,0.85,1.14,-22.23,-36.09,-43.37,-17.88,-5.44,3.44,17.1
xnys,asix,1.19,1.53,6.0,-9.43,-15.09,3.11,-17.95,10.61,,
xnys,ash,1.15,1.25,5.0,-15.25,-28.7,-48.36,-20.82,-4.54,-0.35,6.37
xnys,aspn,3.97,4.51,9.45,-22.82,-49.33,-80.57,-34.15,-2.94,-1.38,
xnys,asr,-0.5,0.58,7.6,29.66,35.27,8.93,19.8,23.32,11.0,15.7
xnys,asx,0.73,3.41,7.78,-2.02,-3.67,-7.6,15.6,20.66,8.65,11.96
xnys,d,-0.41,-1.59,3.21,5.12,6.02,11.8,-8.31,-3.87,2.41,6.2
xnys,h,2.05,0.45,9.22,-3.11,-15.33,-8.55,12.09,16.11,9.06,8.8
xnys,aten,2.64,5.79,7.45,-6.96,-0.11,28.56,6.02,22.43,11.53,
xnys,atge,0.3,-2.88,13.67,36.46,41.14,95.06,54.78,29.0,14.4,5.75
xnys,a,1.63,3.47,10.03,-8.3,-13.62,-12.09,-2.43,5.85,11.78,10.66
xnys,b,-1.05,3.44,3.59,7.91,29.16,16.74,1.06,-1.01,7.13,-3.27
xnys,c,2.07,3.9,12.65,11.67,12.77,29.96,18.1,8.56,5.35,6.31
xnys,d,-0.41,-1.59,3.21,5.12,6.02,11.8,-8.31,-3.87,2.41,6.2
xnys,e,0.43,3.04,7.89,10.2,15.23,6.11,5.62,12.85,3.2,3.72
xnys,athm,2.58,5.38,-2.53,-16.4,-0.42,-3.8,-5.75,-19.48,-3.57,
xnys,atkr,2.74,4.93,5.26,6.09,-17.36,-50.89,-17.0,17.64,,
xnys,atmu,1.0,1.14,2.27,-2.38,-6.89,26.22,,,,
xnys,ati,1.5,5.47,22.09,46.75,52.62,41.49,43.26,47.26,9.98,4.1
xnys,ato,-0.11,-1.62,-5.5,4.58,10.52,34.77,11.45,9.79,13.11,13.77
