Exchange,Ticker,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year
xnas,rdus,0.14,0.03,0.75,115.06,97.08,87.24,-9.22,13.36,7.14,-0.63
xnas,rdfn,-0.2,-0.3,9.45,69.97,26.56,46.47,-1.56,-22.15,,
xnas,rdib,-19.03,-9.05,-19.37,29.49,12.88,-23.3,-25.28,-11.64,-3.27,2.52
xnas,rdvt,-1.49,-6.01,15.31,24.9,26.91,116.39,22.05,17.21,,
xnas,rebn,0.82,-6.84,-0.81,-46.85,47.59,-42.49,,,,
xnas,real,2.51,1.06,-16.64,7.33,-47.76,50.66,25.34,-16.94,,
xnas,reg,1.08,-0.19,0.04,-2.33,-1.64,21.6,7.17,10.63,4.4,7.75
xnas,refr,-0.99,9.59,73.91,50.38,16.96,-6.54,1.72,-17.14,-9.88,-2.77
xnas,regn,2.1,0.6,-11.53,-29.26,-30.51,-50.54,-6.68,-3.68,-0.86,21.05
xnas,refi,0.49,-1.37,-1.64,-8.12,-3.83,4.99,5.96,,,
xnas,rekr,-3.08,21.98,57.2,26.34,-9.29,-11.56,-13.15,-17.88,,
xnas,rell,3.44,4.02,7.21,-26.45,-32.79,-14.5,-11.32,20.37,3.69,2.26
xnas,reli,-2.65,8.89,26.72,0.68,-43.02,-63.97,-86.81,-80.36,-63.26,
xnas,rely,3.16,0.84,1.6,-0.28,-4.56,59.44,25.6,,,
xnas,repl,6.46,15.59,38.4,-11.58,-14.29,45.99,-13.29,-14.78,,
xnas,renb,-1.25,-0.26,6.44,-63.4,-63.03,-76.77,-54.27,-40.44,-25.79,
xnas,rent,27.89,59.63,119.9,105.73,1.41,-67.85,-54.08,,,
xnas,revb,5.45,1.11,-70.37,-75.16,-88.35,-97.57,-95.2,,,
xnas,rfil,-1.46,-3.58,1.76,-3.81,3.32,26.25,-14.79,-6.62,1.41,5.91
xnas,reyn,1.21,-1.54,-4.19,-7.96,-17.75,-19.22,-3.31,-4.39,,
xnas,rgco,0.98,0.73,-4.03,0.9,5.26,5.99,3.3,-1.7,7.09,7.65
xnas,rgen,1.26,8.66,-1.61,-19.87,-10.87,-13.63,-8.12,1.3,12.76,27.61
xnas,rgld,-4.31,-1.23,-4.66,17.45,34.11,35.77,16.3,8.37,11.34,9.48
xnas,rgls,1.48,3.66,4.98,500.0,420.25,268.61,44.58,-0.19,-39.59,
xnas,rgp,1.38,-1.44,-6.88,-28.51,-38.1,-49.91,-29.02,-8.6,-4.34,-1.75
xnas,rgti,3.58,-6.85,15.28,32.55,-26.08,974.29,15.88,,,
xnas,rgnx,14.95,8.59,21.34,48.99,24.32,-30.16,-24.16,-23.77,,
xnas,rick,3.17,3.6,2.53,-11.26,-27.35,-7.25,-8.51,19.5,13.49,11.33
xnas,rhld,1.59,5.58,33.89,-9.25,,,,,,
xnas,rgs,4.24,6.11,24.95,19.14,-2.66,456.39,20.44,-37.14,-23.42,-13.42
xnas,rigl,2.48,11.93,17.69,9.09,27.76,123.92,9.21,2.28,-5.24,-7.99
xnas,rime,-6.72,-0.4,1.63,27.55,-85.8,-99.26,-84.73,-68.98,-45.21,-24.09
xnas,rily,2.22,-1.8,4.72,-42.95,-34.75,-87.07,-43.25,1.93,10.41,-0.62
xnas,riot,9.57,22.06,25.32,21.38,-3.53,-3.05,15.64,30.52,8.68,-25.0
xnas,rivn,1.6,-3.65,3.7,26.93,5.26,19.25,-21.53,,,
xnas,rkda,3.44,5.2,12.87,42.37,-16.3,65.72,-54.78,-49.79,-51.18,
xnas,rlyb,16.45,27.83,32.91,-44.97,-58.85,-73.49,-62.78,,,
xnas,rlay,3.7,12.0,6.67,-3.45,-18.45,-53.78,-39.54,,,
xnas,rmbl,4.68,13.29,-32.2,-54.68,-67.03,-67.62,-53.25,-27.65,,
xnas,rklb,9.34,7.95,29.28,54.98,13.55,561.78,79.74,,,
xnas,rlmd,1.82,11.32,133.73,205.94,60.56,-72.54,-64.06,-55.47,-30.93,
xnas,rmbi,5.17,4.08,-1.22,18.79,-1.55,22.29,0.11,5.95,,
xnas,rmbs,1.54,7.41,14.47,9.22,8.65,1.99,31.15,29.38,14.22,6.43
xnas,rmcf,-0.84,-2.88,-11.28,-22.37,-51.44,-58.89,-43.41,-25.26,-12.35,-3.38
xnas,rmco,-2.47,-4.55,-7.89,3.96,5.21,-17.97,,,,
xnas,rmr,2.33,1.99,6.06,-15.1,-21.03,-26.24,-12.14,-1.97,,
xnas,rmni,-0.31,3.93,-5.09,-11.7,18.73,15.06,-21.49,-6.81,,
xnas,rna,1.83,16.98,38.0,19.41,24.62,39.17,42.03,,,
xnas,rntx,2.56,2.56,15.64,1.01,-13.04,-39.21,-38.6,-39.06,,
xnas,rmti,4.51,3.75,-8.11,-36.25,-50.0,-46.88,-12.06,-46.42,-38.52,-23.22
xnas,rnxt,-0.71,-0.71,34.95,42.59,7.75,32.38,-9.08,,,
xnas,rnac,18.15,15.43,4.4,-38.18,-38.39,-68.2,-28.31,-36.74,,
xnas,road,2.02,5.42,21.06,61.49,24.76,102.87,68.08,40.72,,
xnas,rnaz,-1.11,5.15,-29.58,-84.91,-92.43,-99.42,-98.23,,,
xnas,rock,1.25,2.29,5.49,-9.6,1.73,-15.96,8.78,3.07,12.33,11.8
xnas,roku,5.23,8.34,30.2,-1.38,5.6,35.41,-4.29,-5.54,,
xnas,root,9.02,15.83,10.14,18.24,109.02,207.33,80.64,,,
xnas,rop,0.59,0.46,0.56,-2.48,10.52,4.66,11.0,7.62,12.99,17.01
xnas,rpay,1.36,8.52,40.7,-12.42,-31.59,-47.96,-26.11,-26.21,,
xnas,rpid,3.67,10.21,60.26,40.08,307.78,358.75,-3.15,,,
xnas,rpd,2.37,3.36,-1.45,-16.15,-41.04,-34.15,-30.35,-13.83,,
xnas,rost,1.1,2.65,1.55,4.58,-4.67,0.8,21.99,7.83,12.11,17.56
xnas,rrbi,1.03,0.05,0.9,5.44,4.19,23.22,2.42,7.32,,
xnas,rr,0.85,2.16,11.85,51.28,-12.59,101.71,,,,
xnas,rrgb,9.06,29.8,151.71,43.29,20.58,-25.53,-10.36,-18.03,-22.49,-6.85
xnas,rrr,1.3,4.1,17.79,8.97,10.92,2.56,11.83,30.58,,
xnas,rsss,-4.15,0.36,0.73,-7.36,-33.25,9.92,9.67,-0.22,9.88,7.39
xnas,rsls,,,,,,,,,,
xnas,rsvr,,,,,,,,,,
xnas,rushb,,,,,,,,,,
xnas,rvmd,,,,,,,,,,
xnas,rum,,,,,,,,,,
xnas,run,,,,,,,,,,
xnas,rusha,0.72,1.95,5.75,-8.48,-6.95,17.7,14.2,21.67,15.93,15.7
xnas,rvph,2.69,-15.33,4.17,-30.38,-54.61,-42.95,-23.01,,,
xnas,sage,1.03,6.04,-0.15,-9.63,26.15,-36.4,-42.94,-28.32,-21.87,
xnas,sail,5.83,8.23,6.89,-17.09,,,,,,
xnas,saic,2.8,-8.85,-13.17,3.46,-5.12,-8.56,5.24,5.2,8.31,
xnas,sanw,-4.28,1.29,3.79,-27.89,-31.41,-1.93,-37.3,-34.38,-24.77,
xnas,saia,-0.8,-4.91,-1.22,-34.29,-44.83,-44.45,4.36,16.68,19.38,24.26
xnas,samg,1.42,3.31,-5.12,-12.69,-17.35,0.45,-5.88,7.66,4.93,
xnas,satl,-1.42,-5.69,-17.34,17.97,22.11,219.27,-11.02,,,
xnas,sats,-8.15,-1.41,-26.92,-38.41,-23.67,-9.43,-9.71,-12.36,-6.91,1.35
xnas,sana,11.37,30.88,66.08,11.37,74.23,-61.41,-16.91,,,
xnas,sanm,1.31,2.92,10.75,15.2,15.18,32.32,24.47,24.9,15.03,13.14
xnas,sava,3.3,8.96,45.03,-22.34,-7.2,-89.02,-57.2,-3.3,-17.06,-3.61
xnas,sbac,-1.73,-2.68,-6.61,4.19,11.83,17.65,-10.82,-4.08,7.59,14.28
xnas,sbet,-2.45,-45.92,980.21,691.91,436.58,279.85,-29.1,,,
xnas,sbgi,2.65,-6.13,-13.64,-6.5,-15.3,11.75,-11.5,-6.32,-3.37,10.15
xnas,sbfg,1.05,-6.03,-4.17,-9.46,-11.41,35.23,2.71,5.24,7.32,11.3
xnas,sbcf,1.69,0.27,6.67,-1.66,-5.27,15.94,-6.65,2.68,6.29,8.16
xnas,sbc,-7.63,-7.99,51.28,52.8,-15.11,,,,,
xnas,sbux,3.05,6.78,9.02,-14.43,-0.43,12.97,6.85,4.02,7.34,15.12
xnas,sbfm,2.03,5.59,15.27,-35.47,-49.67,-85.75,-91.74,-77.1,-75.76,-100.0
xnas,sbra,0.45,2.12,1.45,9.54,6.52,33.5,16.72,7.52,2.4,
xnas,schl,-1.04,4.57,-4.29,-9.56,-13.46,-45.54,-17.79,-8.52,-5.58,0.66
xnas,sckt,0.37,5.06,-7.48,-0.52,-15.48,-5.54,-30.02,-2.1,-6.06,-5.56
xnas,sclx,-2.47,23.24,28.51,-44.34,-57.72,-84.72,,,,
xnas,scnx,1.92,21.24,16.48,-56.02,-82.48,-62.07,-23.46,-33.78,-22.75,-32.1
xnas,scwo,0.03,-7.9,36.88,15.14,-41.39,-66.66,-45.34,12.71,7.18,0.9
xnas,scor,-0.94,10.65,-5.91,-19.33,-12.84,-61.96,-51.13,-42.01,-41.86,-23.96
xnas,scyx,3.65,4.9,-2.45,-4.38,-24.13,-59.91,-23.12,-36.12,-36.64,
xnas,scph,2.19,15.38,83.41,34.62,18.64,8.25,-2.99,-12.16,,
xnas,scvl,1.08,1.93,13.83,-11.99,-39.92,-44.97,-8.9,8.02,4.79,8.2
xnas,scsc,0.17,2.77,15.53,13.33,-12.54,-10.75,1.75,8.8,0.57,3.68
xnas,sdgr,3.27,13.88,4.5,16.96,27.63,5.21,-0.84,-17.29,,
xnas,sdhi,0.1,,,,,,,,,
xnas,sdot,0.86,5.31,-15.0,-63.16,-68.6,-58.65,-32.45,-44.56,,
xnas,sdst,0.21,0.61,30.5,-10.71,-82.5,,,,,
xnas,sedg,2.54,1.85,26.58,13.55,33.75,-62.36,-61.01,-34.27,-7.43,
xnas,seer,4.59,18.75,20.63,14.0,-1.3,29.55,-35.88,,,
xnas,seic,0.5,0.45,7.25,12.71,3.83,30.37,15.31,8.29,6.67,10.57
xnas,seat,4.88,10.26,-0.86,-57.74,-62.85,-67.3,-42.36,,,
xnas,senea,1.19,0.2,3.63,8.76,19.23,58.13,17.97,21.69,12.46,7.62
xnas,self,1.05,0.0,11.63,13.11,9.43,23.47,1.2,12.35,9.36,7.18
xnas,sepn,-2.95,10.38,58.29,60.53,-55.41,,,,,
xnas,seneb,0.0,-2.39,1.35,7.69,13.58,53.38,16.13,19.8,10.9,6.96
xnas,sera,-3.13,-0.64,-38.49,-62.65,-80.96,-81.61,6.04,,,
xnas,sevn,0.94,0.34,1.55,-1.62,-4.2,6.95,11.96,5.25,2.22,6.39
xnas,sfd,0.31,-1.71,4.31,18.77,,,,,,
xnas,serv,13.0,10.68,107.2,63.51,-4.07,348.1,,,,
xnas,sfm,0.62,-2.13,-0.17,22.49,33.13,116.27,83.92,46.64,19.24,
xnas,sfix,-0.64,4.98,41.46,11.27,7.66,22.11,-18.69,-28.57,,
xnas,sezl,6.76,23.78,139.34,251.07,209.83,747.64,407.04,,,
xnas,sfbc,-0.67,-0.65,-0.81,-1.41,-4.95,18.65,11.93,17.35,10.78,
xnas,sga,-1.06,6.94,14.91,14.61,21.03,-18.19,-0.65,-2.56,-2.52,3.78
xnas,sfnc,2.02,1.07,-0.52,-6.93,-13.56,17.45,-5.59,3.94,1.49,5.12
xnas,sfst,3.02,-0.75,0.2,7.54,-9.94,35.71,-8.26,4.49,7.36,12.4
xnas,sgmo,7.72,13.98,-13.4,-47.0,-48.04,-10.43,-47.68,-45.46,-27.12,-13.16
xnas,sght,0.0,13.82,49.47,68.67,15.38,-39.22,-23.9,,,
xnas,sgly,0.88,-3.81,-0.24,24.22,-43.33,-78.43,-70.81,-46.94,-35.87,-28.9
xnas,sgc,0.58,4.77,1.26,-24.4,-35.81,-49.79,-13.88,2.78,-2.87,8.13
xnas,sgbx,-18.75,-26.71,92.25,34.75,67.96,-75.86,-42.26,-31.58,,
xnas,sgma,-0.17,0.84,107.72,133.2,67.7,-39.94,-26.83,-3.94,-10.39,-3.9
xnas,sgd,-2.67,-19.63,3.06,-29.25,-65.55,-90.8,,,,
xnas,sgmt,16.32,56.62,70.03,52.33,23.56,19.57,,,,
xnas,sgrp,1.94,1.45,0.0,-29.05,-45.88,-50.47,-7.58,3.36,-2.55,1.03
xnas,sgry,0.09,-1.78,0.78,-4.01,9.54,-10.57,-15.5,9.82,,
xnas,shbi,2.28,2.07,3.76,5.59,-5.17,39.84,-7.35,8.5,7.14,2.65
xnas,shc,0.9,0.49,-4.28,2.16,-10.09,-1.6,-19.82,,,
xnas,ship,0.0,3.05,16.52,-7.78,-6.19,-40.56,-11.68,-20.89,-49.51,-49.18
xnas,shfs,7.39,-11.15,1.23,-64.42,-72.57,-80.4,,,,
xnas,shen,2.04,7.31,15.09,16.88,7.06,-26.13,-15.86,-9.99,7.85,10.31
xnas,shim,2.04,-9.64,-6.83,-13.79,-42.08,-15.73,,,,
xnas,shls,4.45,9.32,17.01,71.43,-6.69,-26.5,-34.85,,,
xnas,shoo,1.18,1.26,23.99,-14.48,-40.8,-43.06,-11.66,0.01,0.96,7.75
xnas,shot,4.36,-5.15,-45.66,-51.31,-62.43,-79.51,-22.05,,,
xnas,shph,4.8,4.92,-32.82,-66.65,-78.65,-95.08,,,,
xnas,shyf,,,,,,,,,,
xnas,sibn,,,,,,,,,,
xnas,sigi,,,,,,,,,,
xnas,siga,,,,,,,,,,
xnas,sieb,,,,,,,,,,
xnas,silo,,,,,,,,,,
xnas,sidu,,,,,,,,,,
xnas,snfca,1.21,1.83,-0.89,-19.29,-16.54,30.31,8.06,13.13,9.07,16.23
xnas,snoa,-1.48,-4.32,9.57,55.14,23.42,-11.37,-63.12,-55.39,-44.58,-42.29
xnas,snps,0.79,4.75,2.63,9.03,0.13,-15.31,13.91,21.58,25.35,23.07
xnas,snwv,0.4,6.53,-8.79,-11.4,21.35,303.4,-4.33,-22.43,0.32,-23.7
xnas,snti,7.87,22.29,16.36,11.3,9.4,32.41,,,,
xnas,snse,-4.65,14.16,-13.39,-23.44,-29.77,-48.05,-42.91,,,
xnas,snex,1.99,0.6,-8.83,8.95,30.39,72.25,34.18,27.85,18.05,18.07
xnas,snyr,12.6,19.32,12.0,-38.44,-52.27,,217.76,4.75,-12.87,
xnas,sngx,4.89,2.12,2.12,-17.17,-28.39,-53.49,-75.7,-67.21,-53.33,-44.21
xnas,snpx,-10.41,-4.17,-1.06,-14.16,-30.55,-42.21,-75.56,,,
xnas,sofi,4.17,7.07,11.86,14.38,-7.53,101.13,27.56,,,
xnas,sobr,3.09,17.63,6.38,-45.22,-68.36,-98.96,-84.64,-78.2,-32.87,-48.9
xnas,soho,-0.55,4.48,13.05,1.89,-11.38,-37.52,-22.89,-24.96,-9.95,2.57
xnas,sono,-0.2,-2.33,9.25,-22.53,-33.24,-36.74,-22.89,-1.9,,
xnas,sonm,16.0,25.41,-20.0,-44.76,-63.23,-78.32,-41.65,-58.13,,
xnas,soun,6.76,0.0,10.61,5.86,-49.04,108.88,35.1,,,
xnas,sopa,4.38,9.16,21.19,20.17,59.24,-26.29,-65.24,,,
xnas,sotk,-3.87,-4.68,-8.48,-1.74,-8.48,-18.26,-13.9,10.18,12.02,9.35
xnas,sond,0.55,3.39,-14.08,-24.38,-42.45,-46.18,-63.02,,,
xnas,sonn,8.23,6.84,-5.3,-13.19,-14.38,-90.47,-86.99,-83.78,,
xnas,sowg,2.68,3.47,23.2,-66.53,-62.26,-96.61,-36.45,-31.22,-33.0,
xnas,spfi,2.75,0.83,7.66,7.59,5.24,39.3,16.44,21.75,,
xnas,spai,3.75,5.57,-7.05,-16.06,-27.68,,,,,
xnas,spry,7.81,0.42,3.35,34.29,37.35,64.29,,,,
xnas,spt,-0.64,-0.5,4.57,-15.02,-29.27,-36.93,-26.31,-7.6,,
xnas,spok,0.92,1.79,1.77,4.11,6.64,20.27,42.26,15.01,3.63,5.43
xnas,spwh,14.61,59.79,79.76,127.07,13.11,-5.92,-30.99,-25.61,-11.63,
xnas,spro,-2.34,0.0,323.73,217.26,142.72,72.41,30.3,-27.45,,
xnas,spsc,0.06,1.13,-0.27,7.25,-22.63,-24.27,8.46,14.35,15.68,23.8
xnas,sptn,0.16,-5.24,-3.46,-6.09,1.86,-0.76,-15.19,1.19,-1.87,4.28
xnas,sqft,-1.76,-12.76,-18.29,-16.98,-35.65,-36.49,-42.01,,,
xnas,spwr,13.22,41.73,10.67,49.24,10.06,34.93,,,,
xnas,srts,-2.19,3.36,16.04,10.31,-28.9,-18.81,-16.27,10.4,,
xnas,srm,7.49,40.7,93.08,112.89,28.62,-30.26,,,,
xnas,srpt,9.69,14.39,-8.0,-59.26,-64.63,-63.38,-14.99,-21.9,4.88,11.56
xnas,srce,1.95,0.91,1.11,-1.44,5.94,22.49,10.67,12.44,9.2,11.1
xnas,srbk,0.61,2.26,0.54,14.15,10.41,45.79,,,,
xnas,srdx,-1.34,1.31,7.42,-0.74,-25.76,-29.93,-8.9,-6.99,2.25,3.98
xnas,srrk,-0.06,17.99,16.79,-5.26,-20.8,262.99,89.13,15.04,,
xnas,srzn,-1.62,0.12,-13.79,-27.66,-40.77,-18.47,-39.59,,,
xnas,ssbi,0.0,-1.5,3.47,18.25,28.76,7.62,-11.66,4.02,3.91,7.53
xnas,sskn,-0.71,0.0,-4.71,-9.33,-16.49,-19.27,-40.61,-26.66,-28.99,-38.59
xnas,ssbk,2.23,-0.12,-0.75,7.2,3.96,32.86,15.43,,,
xnas,ssii,0.0,-5.21,-41.46,-36.84,-23.95,50.0,498.41,16.47,,
xnas,ssnc,0.52,0.1,3.77,-4.35,7.07,31.53,9.24,6.89,11.05,16.99
xnas,ssp,1.89,-2.7,-7.69,45.95,-2.26,-14.62,-48.18,-27.9,-19.49,0.08
xnas,ssrm,-0.08,7.69,16.67,25.52,83.05,143.13,-13.41,-5.55,7.73,-1.59
xnas,ssti,1.82,4.77,7.76,1.25,24.43,11.99,-18.47,-8.48,,
xnas,ssys,0.38,1.16,7.73,7.29,17.55,8.07,-17.54,-11.37,-12.11,-5.15
xnas,stai,1.31,6.93,-50.38,-59.21,,,,,,
xnas,staa,2.7,0.34,-4.13,-0.28,-26.43,-55.84,-36.13,-16.18,6.41,8.86
xnas,stba,2.34,1.39,0.78,-3.27,-0.97,23.54,12.41,10.96,5.43,6.35
xnas,step,2.24,0.36,9.57,7.94,0.73,39.58,29.48,,,
xnas,sti,9.4,16.72,-26.15,-41.51,-88.98,-95.91,,,,
xnas,stgw,4.66,0.67,-23.51,-27.35,-31.76,-34.26,-15.76,,,
xnas,stim,-2.87,-4.86,-17.33,-25.0,131.06,83.25,8.41,12.99,,
xnas,stkl,-0.7,-8.65,20.0,-2.73,-25.97,-1.38,-8.7,2.74,-5.68,1.22
xnas,stld,1.11,8.52,1.82,7.03,17.52,5.52,18.95,37.02,20.6,16.82
xnas,stok,2.39,16.77,27.31,36.69,1.0,-26.76,-2.34,-14.69,,
xnas,stks,2.31,3.2,16.01,18.33,22.41,-32.89,-27.41,11.18,-3.1,
xnas,stra,-0.21,-1.99,2.51,8.78,-3.01,-18.51,13.45,-11.19,8.64,-4.94
xnas,strl,5.51,9.56,19.8,70.63,22.29,77.85,101.95,81.9,48.73,19.28
xnas,stro,2.88,-5.54,-10.75,-42.31,-53.91,-77.45,-42.41,-38.74,,
xnas,strm,-0.19,0.19,86.42,66.35,38.03,-15.61,-36.79,-19.29,-17.71,-9.93
xnas,strt,-0.17,-2.93,54.38,19.45,31.89,93.11,17.5,24.42,-2.04,6.92
xnas,strr,-6.39,-10.71,-4.71,-3.41,-5.97,-49.4,-26.26,-32.92,-15.4,-4.41
xnas,strs,-1.14,5.07,5.89,2.75,-8.14,-20.21,-18.21,3.16,5.46,6.3
xnas,talk,1.23,3.13,4.61,15.03,6.47,24.62,27.16,,,
xnas,task,0.24,0.9,20.07,29.84,-1.12,14.49,-10.44,,,
xnas,tara,6.89,9.7,-1.04,-14.92,-36.84,23.06,-1.31,-41.67,,
xnas,tayd,,,,,,,,,,
xnas,tars,-0.36,2.26,-5.45,0.8,-20.68,36.02,46.99,,,
xnas,tbbk,3.61,2.15,1.01,2.92,-0.82,58.04,36.18,36.71,17.6,13.73
xnas,tbch,3.37,14.9,41.37,-12.01,-23.8,-13.9,-7.3,3.49,5.13,
xnas,tbh,-22.1,21.72,21.61,-83.7,,,,,,
xnas,tbmc,0.26,-0.59,0.08,3.62,5.57,8.8,,,,
xnas,tbrg,1.28,-0.46,-6.44,-18.09,20.79,144.31,-9.92,-0.34,-5.86,-0.3
xnas,tcbk,2.42,1.8,3.89,-2.13,-6.29,12.95,-1.0,7.26,7.47,7.29
xnas,tcrt,11.81,23.17,4.48,102.0,59.06,-70.58,-67.16,-63.48,-46.18,-30.77
xnas,tcrx,7.14,25.87,32.35,-13.46,-40.79,-79.21,-17.45,,,
xnas,tcbx,2.14,1.17,2.65,-8.28,-8.63,54.02,6.54,,,
xnas,tcbs,0.06,1.52,3.16,-4.58,5.11,12.94,-0.42,,,
xnas,tcmd,-0.69,1.62,1.41,-28.74,-41.39,-17.57,7.55,-28.18,,
xnas,tcx,-0.92,-0.05,19.77,-2.71,13.13,-11.62,-27.19,-20.56,-3.59,14.22
xnas,tdup,2.8,7.22,17.68,231.33,455.4,310.64,24.19,,,
xnas,team,,,,,,,,,,
xnas,tech,,,,,,,,,,
xnas,ttek,1.05,1.86,16.63,24.8,-10.36,-12.51,9.94,16.78,21.74,15.55
xnas,ttnp,-5.32,1.09,21.41,31.73,42.64,-29.47,-17.44,-53.19,-55.65,-43.11
xnas,ttwo,0.73,2.85,0.38,11.95,26.42,40.47,22.37,12.54,23.5,22.54
xnas,ttd,0.49,-5.0,28.46,9.97,-39.2,-26.47,10.71,15.06,,
xnas,ttmi,3.46,11.25,32.19,46.34,34.22,78.51,31.02,22.51,12.2,8.06
xnas,ttec,0.6,2.04,30.47,44.8,0.4,-21.66,-53.92,-25.63,-6.44,0.09
xnas,ttsh,0.31,0.47,20.3,-6.43,-7.65,-4.48,12.46,37.97,-5.23,
xnas,tvgn,1.42,10.85,36.19,30.0,38.83,60.22,,,,
xnas,ttgt,2.87,-11.37,-10.49,-49.08,-63.82,,,,,
xnas,tusk,2.67,1.89,1.13,25.12,-10.33,-24.86,5.67,12.24,,
xnas,tvrd,16.33,0.56,8.57,,,,,,,
xnas,tvtx,4.08,2.0,-23.21,-19.11,-12.06,111.89,-12.54,-1.2,-7.55,20.8
xnas,tw,0.14,-2.96,-2.21,5.53,7.16,32.31,27.5,17.94,,
xnas,txmd,12.61,-14.38,-11.35,45.4,45.35,-40.48,-49.95,-53.74,-43.95,-42.07
xnas,txn,1.01,5.23,19.45,2.34,4.07,0.79,7.4,10.47,15.52,16.27
xnas,txg,3.4,-1.15,16.3,-17.87,-34.4,-58.19,-40.61,-35.19,,
xnas,twin,0.68,2.07,9.09,-9.93,-36.34,-46.15,-8.42,4.99,-8.12,-1.65
xnas,twst,4.09,7.75,-3.6,-19.42,-32.06,-40.43,1.64,-3.37,,
xnas,twfg,1.4,1.4,8.2,15.41,15.26,,,,,
xnas,twnp,5.22,-3.64,-33.7,-41.82,,,,,,
xnas,txrh,1.83,0.34,14.38,9.66,8.93,16.58,35.81,27.26,19.04,19.67
xnas,tygo,5.91,18.75,41.51,32.54,15.75,-25.49,-51.45,,,
xnas,tzoo,1.12,-2.31,-3.01,-10.88,-32.23,65.69,25.38,13.59,1.04,-0.95
xnas,tyra,3.74,15.93,5.5,-4.61,-24.1,-46.72,15.71,,,
xnas,tzup,0.13,-3.53,40.35,153.35,131.2,75.06,3.75,,,
xnas,ubsi,1.99,0.61,4.0,4.26,-2.18,17.99,3.08,6.33,2.61,5.53
xnas,ual,4.83,6.02,14.57,-2.36,-13.25,58.03,23.46,14.71,4.53,9.67
xnas,ubx,-1.02,-2.62,-25.98,-61.31,-30.25,-58.09,-54.13,-61.48,,
xnas,ubcp,0.07,-1.73,8.77,3.09,7.67,19.0,-0.9,7.72,9.16,6.74
xnas,ubfo,4.61,-0.23,-4.75,-6.72,-12.28,26.21,8.54,8.8,9.92,8.81
xnas,uctt,1.42,6.97,7.75,-13.27,-42.36,-55.63,-14.35,-3.07,12.19,6.33
xnas,udmy,0.66,3.83,17.28,-18.8,-7.65,-10.17,-17.35,,,
xnas,ufcs,1.46,0.35,-0.17,0.42,0.91,36.74,-2.87,0.46,2.76,5.37
xnas,ufpt,-2.67,1.39,8.19,9.69,-2.88,-5.64,43.67,38.29,28.07,24.36
xnas,ueic,-0.73,2.27,22.02,-7.78,-38.55,-43.62,-37.06,-32.8,-18.63,-6.61
xnas,ug,0.98,-0.24,4.68,-14.64,-9.73,0.56,-21.67,-7.03,-2.96,4.06
xnas,ufpi,-0.81,-0.65,-1.09,-9.66,-13.64,-14.98,8.01,14.96,18.81,15.76
xnas,ugro,12.25,14.81,-4.11,-52.44,-58.71,-73.83,-59.45,-42.11,,
xnas,uhg,4.68,18.54,98.89,-0.83,-15.37,-39.83,,,,
xnas,ulbi,-1.97,15.37,70.62,28.04,3.29,-29.6,15.46,-0.97,6.34,3.53
xnas,ulcc,5.25,-0.25,16.91,-40.24,-43.6,-26.15,-26.86,,,
xnas,ulh,0.7,1.56,10.52,-8.79,-46.58,-40.33,-5.85,8.18,2.9,4.66
xnas,ulta,-0.3,-1.23,20.28,31.17,7.06,20.98,4.02,13.06,11.54,22.17
xnas,uncy,-1.92,28.78,24.59,37.04,-5.01,-2.03,-7.07,,,
xnas,unit,0.93,1.16,-3.76,-16.67,-20.91,37.83,-20.68,-5.0,-4.41,
xnas,umbf,2.9,1.62,4.7,2.36,-6.8,31.3,5.91,13.0,7.72,8.26
xnas,uly,-1.89,-14.78,-54.62,-30.75,-23.69,-79.94,,,,
xnas,unty,1.96,-2.43,-0.83,1.36,-0.78,64.38,15.82,22.97,18.58,15.96
xnas,uone,-0.58,-0.58,13.25,23.02,11.04,-22.62,-37.31,-2.49,-7.89,-5.22
xnas,unb,-0.36,-2.73,-15.31,0.85,1.71,23.21,5.36,12.18,4.72,6.54
xnas,uonek,6.22,2.44,62.98,9.98,-27.93,-55.46,-48.66,-5.66,-15.51,-10.61
xnas,upb,4.06,22.1,37.27,33.85,-31.45,,,,,
xnas,upbd,3.84,10.81,9.01,4.07,-11.52,-18.68,4.16,3.34,0.78,3.49
xnas,uroy,2.63,5.88,21.24,32.2,6.85,-6.4,-7.43,23.64,,
xnas,usar,9.9,29.05,12.35,,,,,,,
xnas,upwk,2.05,-0.58,-2.04,8.41,-5.81,43.39,-6.12,4.55,,
xnas,upst,5.74,15.18,5.7,-2.07,-11.76,102.2,5.63,,,
xnas,urbn,0.44,0.17,35.15,29.43,27.59,69.38,46.67,27.32,6.78,4.37
xnas,upxi,-5.96,5.36,-4.27,309.12,219.36,16.17,-52.04,,,
xnas,upld,0.0,-16.2,-22.65,-36.27,-58.29,-29.02,-49.92,-44.95,-13.87,
xnas,usau,3.22,21.95,33.11,67.38,130.18,141.2,38.6,14.92,-24.66,-25.59
xnas,uscb,1.78,0.12,0.12,-7.24,-5.63,39.6,8.75,,,
xnas,usea,0.39,5.74,10.26,-23.98,-24.86,-43.41,,,,
xnas,useg,5.69,6.56,16.07,-10.96,-20.25,25.0,-30.61,-29.27,-31.05,-30.0
xnas,usgo,-3.0,1.55,-4.96,-5.83,6.85,45.45,,,,
xnas,usio,0.72,-0.71,-6.04,-2.78,-4.11,-4.77,-18.64,-8.09,-10.24,4.98
