Exchange,Ticker,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year
xnys,bfam,0.8,-1.74,4.65,-0.39,14.52,17.19,13.58,-1.42,8.51,
xnys,bfh,4.33,0.62,6.57,4.93,-14.87,27.49,-0.63,3.8,-12.14,1.11
xnys,bfly,5.53,3.33,14.29,-14.19,-20.51,161.69,-9.89,,,
xnys,bfs,0.62,1.99,4.19,-3.16,-8.43,-0.14,-4.48,3.38,0.86,3.5
xnys,bg,0.95,-4.61,-3.72,0.8,-2.35,-26.47,-9.68,15.3,0.6,5.01
xnys,bgs,3.57,3.33,-31.06,-34.2,-34.11,-46.04,-31.71,-14.96,-3.98,6.06
xnys,bgsf,0.23,-1.13,29.76,-2.46,-16.79,-34.24,-24.16,-13.95,0.23,
xnys,bh,2.56,6.7,11.99,18.84,3.7,35.29,25.48,24.44,-0.45,3.24
xnys,bhc,2.81,5.08,0.42,-33.98,-40.94,-23.6,-19.72,-24.37,-32.3,-5.71
xnys,bhe,1.1,3.59,9.88,-0.96,-16.3,-6.31,15.11,11.94,6.26,6.21
xnys,bhlb,1.83,1.13,-0.28,-5.44,-10.66,19.98,0.93,16.25,1.39,4.97
xnys,bhp,-0.5,1.2,1.54,-0.22,3.58,-12.8,-3.29,7.74,7.27,3.56
xnys,bhr,4.78,5.7,24.23,-18.27,-18.0,-11.82,-22.65,-9.26,-9.56,
xnys,bhvn,5.12,14.99,-11.16,-43.98,-54.4,-49.33,,,,
xnys,bill,-0.13,4.44,1.22,-4.28,-46.15,-10.85,-29.31,-8.25,,
xnys,bio,0.05,-3.31,-5.25,-14.94,-33.21,-24.08,-25.7,-13.48,4.01,6.12
xnys,bip,0.36,1.21,8.92,17.6,8.12,19.01,-3.13,6.73,10.03,14.67
xnys,bipc,-0.56,2.86,8.12,9.89,3.87,21.86,-0.72,7.94,,
xnys,birk,-0.89,1.82,5.84,16.61,-3.35,-6.54,,,,
xnys,bj,1.88,-1.85,-7.28,-1.09,24.35,27.01,21.96,26.19,,
xnys,bk,1.96,1.93,8.94,7.2,18.78,53.9,27.55,18.29,9.01,9.79
xnys,bkd,-0.3,2.61,-1.04,14.97,32.8,0.91,6.37,10.97,-15.68,-5.8
xnys,bke,1.43,1.64,21.59,15.35,-8.46,28.01,19.31,29.93,5.06,7.17
xnys,bkh,-0.1,-2.22,-5.94,-2.7,0.0,10.33,-5.28,2.29,5.73,7.77
xnys,bkkt,3.81,19.5,52.52,-5.89,-43.84,-28.67,-42.32,,,
xnys,bksy,6.35,15.28,51.05,28.87,19.56,49.31,-12.9,,,
xnys,bku,2.26,1.24,3.3,2.54,-8.3,25.59,-2.95,11.72,2.29,
xnys,bkv,2.41,4.84,24.74,25.71,-5.21,,,,,
xnys,blco,0.78,2.01,7.34,-26.83,-35.22,-24.42,-10.21,,,
xnys,bld,-1.34,5.04,4.2,-2.69,-4.56,-27.56,13.78,17.88,,
xnys,bldr,-1.53,3.67,4.18,-16.86,-21.9,-23.35,18.8,36.52,24.63,26.93
xnys,blk,0.36,1.47,8.67,4.15,-2.5,30.34,15.83,14.25,12.36,14.22
xnys,blnd,0.54,2.19,14.37,21.82,-11.16,36.0,0.36,,,
xnys,blx,0.66,0.32,6.08,4.82,19.2,48.33,46.93,27.76,6.02,11.18
xnys,bma,0.68,-9.48,-11.3,-7.47,-20.94,42.47,79.15,31.7,5.52,8.3
xnys,bmi,-0.51,-0.53,10.23,18.22,16.72,32.41,45.63,30.65,22.85,18.72
xnys,bmo,-0.02,0.88,10.47,11.53,13.9,30.33,3.42,17.79,8.89,6.87
xnys,bmy,1.19,0.27,1.77,-18.53,-12.22,24.39,-9.7,-0.65,0.17,8.3
xnys,bn,1.34,2.04,8.01,12.19,2.68,39.99,11.02,14.27,12.26,14.13
xnys,bned,0.08,-2.0,14.91,30.56,17.43,-63.69,-42.26,-21.72,,
xnys,bnl,0.43,1.76,1.38,-2.25,3.91,13.92,-2.91,,,
xnys,bns,0.5,0.71,7.8,13.48,3.09,20.31,-2.08,8.89,4.28,4.66
xnys,bnt,1.36,1.49,7.36,12.12,2.45,39.46,10.97,,,
xnys,boc,0.93,-4.01,-7.84,-1.81,-0.49,1.51,-13.43,-2.9,,
xnys,bodi,-1.88,-1.04,-12.47,-48.45,-40.65,-58.05,-66.83,,,
xnys,boh,1.59,0.66,-0.24,-2.03,-4.06,22.11,-1.65,2.8,3.57,5.43
xnys,boot,-0.94,2.83,48.12,41.26,8.58,28.08,24.72,41.52,19.08,
xnys,borr,6.63,10.29,12.87,-14.98,-50.0,-66.88,-28.8,-0.43,,
xnys,bow,1.03,-2.44,-11.2,7.92,2.45,43.16,,,,
xnys,box,-1.37,-1.08,21.42,16.32,18.39,38.97,12.02,15.36,7.87,
xnys,bp,0.83,0.65,4.82,-6.12,2.33,-11.96,1.36,5.98,1.95,3.08
xnys,bpt,-3.09,-0.21,12.52,15.68,15.81,-71.88,-49.85,2.7,-11.12,-2.13
xnys,brcc,1.22,-7.26,-5.68,-21.7,-47.63,-73.01,-44.44,,,
xnys,brdg,2.62,2.28,3.52,0.32,13.33,29.48,-13.57,,,
xnys,brfs,0.0,3.13,2.26,12.42,-11.06,5.86,6.2,-4.07,-14.21,-4.69
xnys,bro,0.49,-2.06,0.31,-6.73,8.67,24.15,23.91,21.44,21.38,17.98
xnys,bros,0.08,1.22,22.62,12.81,39.52,89.28,20.56,,,
xnys,brsp,2.56,2.96,2.36,-10.8,-4.79,0.34,-5.76,3.6,,
xnys,brt,-0.68,1.59,4.64,-7.24,-9.82,-3.52,-5.59,9.65,12.64,9.63
xnys,brx,2.2,0.71,1.75,-3.19,-6.02,18.08,6.61,14.19,4.04,
xnys,bsac,0.04,2.86,2.77,16.71,38.81,34.94,12.71,9.93,5.82,3.63
xnys,bsbr,0.39,-0.19,3.59,17.37,36.16,3.32,-2.95,3.29,7.0,1.42
xnys,bsm,0.89,2.4,0.25,-4.33,-1.23,-5.42,4.15,20.9,3.88,
xnys,bsx,-0.72,-3.01,-1.95,1.28,14.3,34.12,37.37,21.33,19.05,21.15
xnys,btcm,3.68,7.07,13.87,-3.9,-21.83,-25.1,-55.66,-44.59,-38.65,
xnys,bte,4.09,10.56,17.88,-8.85,-30.4,-45.91,-32.83,24.48,-18.83,-4.95
xnys,bti,0.74,5.73,7.25,20.86,33.64,62.52,8.44,8.89,3.48,6.98
xnys,btu,0.46,0.61,-10.16,3.54,-36.06,-43.89,-18.88,26.36,,
xnys,bud,0.1,0.74,8.93,15.41,43.92,13.82,9.71,5.71,-3.14,5.37
xnys,bur,1.37,3.65,-3.23,-2.32,5.04,-3.34,14.0,14.96,20.28,
xnys,burl,1.28,7.78,3.78,-4.51,-13.7,5.18,12.05,2.63,16.15,
xnys,bv,1.16,6.48,15.53,33.79,3.75,19.35,6.59,0.97,,
xnys,bvn,-0.06,13.15,9.92,27.53,49.67,-2.2,27.34,15.03,5.34,-4.1
xnys,bw,-6.67,80.46,186.43,23.53,-23.17,2.44,-43.56,-14.45,,
xnys,bwa,0.44,-2.06,11.76,10.35,2.3,-6.14,0.43,2.39,-2.84,6.16
xnys,bwlp,-1.6,5.64,10.54,4.72,3.43,-31.83,28.99,40.08,11.01,
xnys,bwmx,-0.62,1.14,-11.02,-22.69,-23.03,-44.56,-6.17,11.96,,
xnys,bwxt,0.6,3.28,20.2,29.91,16.9,45.72,36.94,17.05,15.7,
xnys,bx,1.95,1.22,4.81,-2.92,-17.17,21.26,8.5,21.95,14.88,20.97
xnys,bxc,0.82,0.67,4.26,-12.6,-34.05,-31.9,-8.48,50.83,19.55,5.78
xnys,bxmt,1.01,0.64,1.71,-1.96,11.89,22.4,-5.54,2.47,3.99,9.06
xnys,bxp,3.22,10.08,15.85,12.64,1.0,28.29,-6.57,-1.69,-1.28,4.01
xnys,bxsl,0.63,0.28,8.56,1.33,1.33,12.02,17.87,,,
xnys,by,2.85,1.74,1.58,-3.12,-8.55,18.25,2.69,14.67,,
xnys,byd,1.11,-1.19,7.24,3.41,2.37,40.15,8.11,25.36,17.82,13.23
xnys,byon,-3.29,0.78,72.27,16.61,31.03,-56.73,-41.0,-21.19,-11.51,-7.56
xnys,bzh,-2.2,4.09,3.29,-7.93,-22.21,-25.0,9.32,13.76,1.56,-0.46
xnys,c,2.07,3.9,12.65,11.67,12.77,29.96,18.1,8.56,5.35,6.31
xnys,caap,1.04,-0.58,3.33,14.22,9.75,15.06,48.22,43.38,,
xnys,cabo,-0.05,-7.14,-25.74,-50.55,-61.66,-62.57,-49.38,-35.87,,
xnys,caci,3.05,4.08,-5.53,24.09,10.24,5.86,15.44,11.89,17.97,16.46
xnys,cade,2.49,1.82,3.28,1.88,-9.65,12.16,7.91,6.79,4.25,5.01
xnys,cae,1.56,3.54,4.72,8.92,4.89,41.22,-0.5,6.68,8.67,8.22
xnys,cag,0.58,-2.18,-4.11,-12.47,-16.79,-19.47,-6.29,-2.93,2.26,5.18
xnys,cah,0.38,0.17,1.99,22.21,31.67,58.64,44.07,23.51,7.03,11.65
xnys,cal,3.19,1.41,-5.28,-18.73,-40.8,-58.16,-20.48,8.1,-6.58,1.2
xnys,calx,1.14,3.96,14.78,46.11,37.85,34.57,8.39,27.82,19.45,9.97
xnys,cang,2.36,14.29,30.33,56.63,18.18,205.88,29.85,11.85,,
xnys,capl,0.0,1.48,-4.03,-3.8,4.36,18.28,8.36,15.48,2.64,
xnys,carr,-0.5,-0.22,1.21,9.02,4.4,15.03,22.81,25.8,,
xnys,cars,1.86,1.27,-9.11,-10.9,-40.1,-49.29,0.36,6.24,,
xnys,cat,1.26,1.53,10.12,4.03,-1.82,9.35,18.17,22.81,16.44,13.87
xnys,cato,-2.66,0.0,11.79,-10.18,-34.36,-51.59,-29.7,-14.5,-11.49,-1.82
xnys,cava,0.89,-2.76,-15.31,-4.38,-29.94,-7.07,,,,
xnys,cb,0.79,-1.14,1.67,2.95,6.67,12.78,12.77,17.16,11.99,13.75
xnys,cban,2.03,1.96,0.61,-3.41,-1.98,34.16,0.15,5.32,8.27,5.95
xnys,cbna,-0.3,-2.63,7.48,12.54,4.87,,,,,
xnys,cbre,0.73,2.84,3.79,-3.81,-2.07,49.5,16.78,18.94,13.14,15.46
xnys,cbt,0.15,0.5,4.19,-10.18,-16.83,-21.84,0.81,14.99,7.91,8.8
xnys,cbu,1.83,0.69,1.41,-4.1,-7.44,29.14,-2.66,0.18,6.99,8.88
xnys,cbz,0.75,2.56,4.6,3.39,-9.46,-0.91,20.77,23.02,23.33,17.58
xnys,cc,4.32,9.77,-7.38,-19.89,-32.2,-49.97,-32.02,-0.69,,
xnys,cci,-1.33,-1.4,-7.02,5.61,10.75,3.51,-14.0,-5.33,6.0,10.01
xnys,ccia,0.47,0.04,1.03,1.47,2.67,7.59,,,,
xnys,ccj,0.65,3.23,25.48,43.41,17.57,9.13,34.47,42.76,14.91,7.01
xnys,cck,2.32,1.46,2.86,12.36,21.49,22.99,-1.57,8.29,6.45,10.29
xnys,ccl,1.08,4.57,24.32,16.34,-2.57,46.09,21.28,2.45,-3.74,0.4
xnys,ccm,1.28,-2.19,2.15,55.56,32.71,-26.41,-25.55,-11.96,-12.95,-3.8
xnys,cco,4.59,6.54,4.59,-10.24,-16.79,-16.79,-9.34,-2.44,,
xnys,ccrd,5.15,5.91,49.12,33.46,23.17,79.0,5.8,-3.67,24.75,24.03
xnys,ccs,-1.95,0.85,-0.89,-27.29,-27.9,-36.16,1.25,12.09,10.59,
xnys,ccu,0.52,-0.29,-12.21,-6.65,21.85,12.19,1.44,2.01,-0.54,2.55
xnys,cde,-0.95,15.97,61.83,70.36,63.81,58.54,31.93,12.24,5.57,-2.74
xnys,cdlr,1.04,6.08,-5.12,14.95,-4.61,-11.21,,,,
xnys,cdp,2.52,2.44,6.27,6.58,-8.16,19.44,5.68,4.75,4.57,1.44
xnys,cdre,1.56,5.25,16.48,5.06,7.37,8.11,8.48,,,
xnys,ce,1.72,4.98,13.07,0.49,-19.78,-61.33,-26.79,-7.04,0.97,7.38
xnys,cepu,0.82,-4.92,15.82,2.91,-14.63,46.9,54.1,37.74,,
xnys,cf,-0.15,1.58,13.0,20.92,9.17,21.79,1.13,25.05,5.25,15.7
xnys,cfg,2.73,2.53,8.3,-1.37,-3.54,26.39,4.55,11.11,6.66,
xnys,cfr,2.26,1.76,6.4,1.85,-2.29,33.7,3.5,12.03,7.61,8.08
xnys,cgau,-5.83,-0.28,-4.4,21.98,26.7,2.38,-1.36,-2.34,3.45,-1.46
xnys,chct,3.69,3.06,1.82,-7.09,-7.46,-19.86,-14.91,-9.08,5.78,
xnys,chd,0.08,0.77,7.92,-10.39,-4.82,-7.12,5.12,7.19,10.14,13.65
xnys,che,0.29,-2.16,-2.36,-5.29,6.34,3.72,5.54,4.56,16.4,16.8
xnys,chgg,34.71,59.8,124.92,90.04,1.24,-56.53,-57.27,-51.14,-14.58,
xnys,chh,2.25,1.55,2.49,-9.35,-8.99,14.7,0.05,7.93,9.29,10.82
xnys,chmi,0.34,0.68,1.36,-6.57,18.56,-4.28,-8.91,-5.74,-0.09,
xnys,chpt,10.37,7.42,28.05,7.03,-30.17,-59.17,-63.18,,,
xnys,cht,0.14,0.64,-0.05,11.78,16.23,14.66,2.87,5.48,6.38,6.89
xnys,chwy,1.52,6.54,26.3,37.39,43.95,102.14,20.2,-0.1,,
xnys,ci,0.37,-0.93,-6.03,-0.61,14.15,-5.89,8.4,9.79,9.14,16.45
xnys,cia,0.27,1.09,-8.82,-14.09,-7.23,25.25,3.66,-9.03,-5.87,-3.64
xnys,cib,-1.17,3.93,4.54,14.11,50.58,41.49,7.79,11.63,4.84,2.66
xnys,cien,-0.45,-9.17,0.08,6.27,-14.26,49.75,13.79,6.02,11.27,11.33
xnys,cig,1.1,-1.6,5.17,2.53,12.38,11.82,11.01,24.89,5.29,3.05
xnys,cim,0.3,3.11,13.25,1.53,-0.29,26.26,-12.45,-2.96,3.38,3.37
xnys,cint,-0.51,-2.33,-2.17,-15.8,-3.46,20.82,-25.21,,,
xnys,cio,1.57,5.94,6.38,2.53,-2.72,11.18,-20.31,-5.09,0.05,
xnys,cion,0.89,-2.17,-3.76,-19.24,-13.86,-11.77,10.14,,,
xnys,civi,4.01,4.35,5.27,-11.08,-36.65,-52.26,-17.61,20.27,,
xnys,cl,0.1,-2.91,-0.84,-2.71,0.39,-1.83,6.84,6.6,5.11,7.5
xnys,clb,1.91,4.0,-5.17,-20.58,-35.3,-38.08,-28.04,-15.78,-15.89,-5.62
xnys,clbr,7.12,-4.16,20.21,39.28,25.53,42.65,,,,
xnys,clco,-2.14,12.66,13.79,29.98,-13.84,-35.06,,,,
xnys,cldt,2.14,0.28,1.71,-10.73,-19.11,-14.56,-15.96,-2.32,-6.25,0.1
xnys,clf,7.04,30.36,-11.73,-24.45,-19.15,-52.65,-31.18,3.24,4.2,-8.75
xnys,clh,0.56,-0.36,1.75,14.4,-1.81,3.82,32.89,27.19,14.91,14.03
xnys,clpr,1.83,2.63,-0.37,-5.54,-10.7,10.59,-15.62,-6.21,,
xnys,cls,1.19,4.64,26.83,47.92,30.8,130.01,120.9,74.23,25.61,19.21
xnys,clvt,-0.46,2.37,3.6,2.86,-14.96,-25.0,-33.86,-28.1,,
xnys,clw,-1.63,0.45,13.99,17.99,-2.86,-43.56,-6.24,-2.59,-6.81,-0.08
xnys,clx,0.31,-3.18,-5.45,-13.12,-19.88,0.1,1.21,-5.21,4.72,7.28
xnys,cm,0.17,1.31,8.1,22.38,9.93,45.25,11.08,17.43,9.13,7.52
xnys,cma,2.02,2.73,7.03,1.54,-4.03,26.78,-6.39,9.76,4.66,5.69
xnys,cmbt,1.49,8.27,2.03,5.05,-3.73,-33.77,11.36,15.02,4.81,1.62
xnys,cmc,2.04,7.17,10.0,7.88,1.39,-5.26,7.92,21.5,13.01,9.61
xnys,cmcm,-4.15,-8.97,7.19,-16.72,-9.57,-35.0,6.53,-5.84,-22.36,
xnys,cmdb,5.21,-2.88,-23.61,,,,,,,
xnys,cmg,-0.19,4.83,4.25,2.0,-12.94,-18.27,24.0,20.03,15.64,21.36
xnys,cmi,1.07,1.58,10.07,-4.78,-5.28,21.75,17.71,14.74,10.81,12.54
xnys,cmp,-1.53,3.59,42.55,97.42,76.89,46.43,-22.02,-13.84,-7.69,-2.58
xnys,cmre,3.03,7.0,22.99,11.87,-9.96,-23.72,-4.21,21.58,-1.62,
xnys,cms,0.95,-0.33,-3.85,-1.53,6.65,17.53,2.21,5.99,10.52,13.17
xnys,cmtg,4.3,13.23,14.57,10.23,-35.62,-60.29,-32.74,,,
xnys,cna,0.34,-1.63,-1.37,-1.31,3.47,14.24,7.61,13.14,7.53,8.54
xnys,cnc,0.58,-2.27,-7.57,-7.22,-8.95,-21.69,-12.82,-3.26,4.16,16.08
xnys,cnf,-4.26,12.14,-42.48,-55.67,-52.63,-72.22,-44.27,-34.78,,
xnys,cnh,1.43,1.76,4.85,2.12,14.56,25.9,-3.21,17.43,7.06,
xnys,cni,-0.62,-0.02,6.59,3.53,3.97,-15.21,-1.65,4.97,7.53,10.48
xnys,cnk,1.84,-4.83,4.58,35.72,4.26,91.35,23.81,12.86,-0.35,7.2
xnys,cnm,0.0,8.89,15.57,25.12,17.23,26.01,34.22,,,
xnys,cnmd,0.58,0.35,1.86,-3.36,-16.5,-24.93,-18.8,-5.71,1.48,8.46
xnys,cnne,0.57,3.65,9.02,7.16,-2.06,10.06,-1.61,-11.68,,
xnys,cno,2.01,1.74,3.04,-2.32,4.22,40.87,25.74,20.15,8.99,15.34
xnys,cnp,-0.6,-1.69,-5.37,10.27,16.77,23.83,7.32,17.16,8.96,9.26
xnys,cnq,1.9,3.98,10.69,14.41,3.63,-7.64,2.86,28.72,10.29,6.02
xnys,cnr,1.65,-3.19,-11.34,-3.95,-36.92,-32.1,9.62,54.66,,
xnys,cns,1.64,-0.66,-0.05,-10.55,-16.0,11.99,3.54,3.91,10.77,11.18
xnys,cnx,1.03,-2.48,0.13,9.23,-14.15,22.78,10.82,23.77,2.35,0.19
xnys,codi,0.28,6.85,-58.35,-63.2,-66.72,-63.38,-26.13,-5.44,2.34,4.82
xnys,cof,3.2,4.75,7.02,12.84,11.79,47.06,17.78,21.51,9.85,12.19
xnys,cohr,0.11,5.43,14.26,22.6,-15.82,20.76,7.49,9.57,15.62,11.52
xnys,comp,2.11,6.43,-18.73,-27.7,7.52,68.63,-0.63,,,
xnys,cook,8.89,6.52,8.89,-31.94,-38.49,-43.02,-32.87,,,
xnys,cop,2.19,2.19,0.42,-0.68,-10.48,-19.48,-5.33,16.35,5.77,7.04
xnys,cor,0.18,-0.79,-0.45,14.08,29.09,23.0,26.17,24.71,10.62,16.64
xnys,coty,2.66,1.83,-2.9,-12.85,-27.87,-50.78,-11.53,-0.24,-11.87,
xnys,cour,0.79,0.9,2.88,20.19,5.06,18.28,-18.99,,,
xnys,cpf,1.6,0.07,1.39,-1.71,-6.16,36.78,7.63,11.12,4.83,1.02
xnys,cpk,-0.63,-2.86,-10.97,-6.17,-1.66,10.66,-2.32,7.53,9.77,14.1
xnys,cpng,-0.32,1.43,18.54,22.79,29.44,29.97,30.54,,,
xnys,cpri,0.29,-6.18,9.82,-21.73,-19.28,-49.94,-30.7,-4.01,-10.02,
xnys,cps,3.93,-4.77,-13.76,57.28,61.8,66.34,52.39,4.34,-9.96,-2.88
xnys,cpt,0.08,-1.41,-2.66,-4.06,0.72,12.14,-2.95,6.63,7.67,9.44
xnys,cqp,-0.08,2.56,0.62,-3.23,13.86,30.46,9.02,14.09,10.23,12.83
xnys,cr,1.6,3.66,6.87,17.36,17.39,25.24,30.78,27.26,13.95,14.28
xnys,crbg,1.71,2.12,6.42,4.58,12.06,18.36,,,,
xnys,crc,1.48,1.06,26.8,10.85,-12.48,-2.04,1.27,,,
xnys,crcl,29.4,,,,,,,,,
xnys,crgy,4.15,7.63,15.09,-14.33,-36.55,-22.49,-15.62,,,
xnys,crh,-0.28,1.51,-1.11,-5.57,0.82,21.48,34.21,22.01,14.15,10.81
xnys,cri,1.4,2.14,-2.26,-19.63,-39.4,-49.18,-19.82,-13.75,-6.96,3.81
xnys,crk,0.95,4.98,13.35,44.56,34.25,108.7,6.02,34.92,3.37,-10.57
xnys,crl,2.48,6.69,25.38,-14.52,-21.61,-34.71,-16.1,-4.1,7.05,10.37
xnys,crm,2.76,3.44,0.42,-3.89,-17.77,13.74,14.78,9.72,14.16,18.24
xnys,crs,0.68,5.85,19.84,33.78,46.8,134.24,91.45,53.9,19.99,14.24
xnys,crt,0.0,-2.21,-1.2,-6.01,2.63,-20.6,-7.82,16.19,2.38,-0.19
xnys,csan,0.69,-0.51,6.81,17.41,6.62,-40.15,-28.36,,,
xnys,csl,-0.19,-0.58,-1.69,13.33,3.01,-6.27,13.28,23.36,14.76,17.0
xnys,csr,0.3,0.16,4.76,-0.2,-2.31,-2.93,-4.47,0.72,3.14,2.58
xnys,cstm,0.86,6.59,18.93,12.82,26.0,-34.88,-9.5,6.26,-0.5,
xnys,csv,1.03,3.52,11.41,17.19,13.56,57.86,3.88,18.98,6.89,16.67
xnys,ctev,3.02,2.89,95.07,102.87,167.66,124.01,-42.96,,,
xnys,cto,1.47,0.92,3.97,1.34,-3.75,12.1,2.01,14.52,4.8,7.74
xnys,ctos,2.87,8.37,12.56,-5.86,-3.12,-2.31,-8.08,8.85,,
xnys,ctra,3.02,5.22,12.52,2.0,1.88,-4.41,-6.53,9.29,-0.28,9.3
xnys,ctre,-0.27,1.15,-1.29,15.35,8.78,15.9,21.78,11.61,12.0,
xnys,ctri,0.8,9.29,18.12,38.72,18.18,-12.2,,,,
xnys,cts,1.09,2.88,7.66,-3.14,-20.54,-20.45,1.11,12.95,8.77,10.13
xnys,ctva,0.62,1.43,14.99,17.99,26.37,31.68,6.02,19.48,,
xnys,cube,1.43,1.19,3.0,3.62,3.41,4.93,4.32,12.0,9.66,14.75
xnys,cubi,3.21,2.73,4.2,3.87,7.54,20.21,8.06,30.9,7.17,
xnys,cuk,1.11,4.88,23.55,15.24,-2.58,45.42,19.91,4.27,-4.83,-0.43
xnys,culp,-3.07,-3.29,4.85,-6.59,-29.98,-5.52,-9.58,-9.01,-12.09,-1.87
xnys,curb,0.57,0.44,-3.14,-4.41,-1.16,,,,,
xnys,curv,-1.0,-4.46,-8.7,-20.1,-5.74,-25.98,-3.81,,,
xnys,cuz,2.48,4.7,6.29,2.41,-1.99,33.06,-0.29,0.2,2.04,4.5
xnys,cve,2.42,2.66,14.27,7.69,-9.87,-26.31,-14.43,23.51,-0.16,-1.79
xnys,cveo,1.74,4.72,19.33,5.79,1.63,-2.76,-6.04,27.52,-5.91,
xnys,cvi,1.08,0.34,12.73,27.9,25.24,-10.49,-5.28,9.64,3.03,16.01
xnys,cvlg,-0.22,0.57,12.24,-7.44,-15.98,-2.51,24.97,28.62,4.17,13.53
xnys,cvna,-0.54,4.37,31.93,82.75,67.91,226.23,139.42,24.13,,
xnys,cvs,0.79,-0.72,-4.0,-1.54,44.6,8.7,-9.44,1.93,-1.65,6.64
xnys,cvx,2.42,2.57,4.66,-7.21,-0.84,-5.8,-3.47,10.99,6.59,7.49
xnys,cw,0.79,2.82,24.56,44.34,27.58,65.41,46.84,32.46,20.34,19.7
xnys,cwan,1.06,3.51,4.59,-18.34,-13.12,18.37,21.32,,,
xnys,cwen,0.76,0.58,7.95,13.24,20.69,16.19,-0.73,10.62,4.9,
xnys,cwh,1.07,10.46,29.3,0.08,-14.21,-6.29,-5.93,2.8,,
xnys,cwk,0.69,2.19,4.17,-10.32,-21.64,0.0,-16.9,-5.16,,
xnys,cwt,-0.5,-3.45,-7.85,-1.8,2.05,-4.88,-3.81,0.94,8.62,8.34
xnys,cxm,-1.02,3.79,14.81,5.67,3.67,-4.78,-9.91,,,
xnys,cxt,1.62,0.9,13.97,1.5,-6.51,-10.32,,,,
xnys,cxw,1.76,0.09,-4.68,14.66,1.1,41.08,19.72,9.77,-1.01,5.27
xnys,d,-0.41,-1.59,3.21,5.12,6.02,11.8,-8.31,-3.87,2.41,6.2
xnys,deo,-0.07,-3.57,-8.32,-7.93,-16.03,-21.25,-14.49,-3.32,1.83,6.35
xnys,dgx,0.4,0.58,-1.01,2.02,16.59,24.36,10.44,9.91,10.3,9.52
xnys,dhi,-1.63,2.27,-0.94,-9.57,-13.07,-14.93,18.05,17.41,17.25,17.61
xnys,dhr,2.01,3.22,3.14,-8.6,-14.47,-26.43,-3.97,6.31,11.72,13.53
xnys,dht,-1.64,-1.73,2.67,8.77,25.94,3.66,31.83,20.2,7.61,-4.26
xnys,dhx,-1.25,10.23,95.87,4.87,33.9,10.23,-29.35,-2.93,-12.24,-7.99
xnys,din,3.21,2.95,24.04,-0.86,-16.01,-31.33,-25.64,-12.14,-6.95,4.01
xnys,dino,1.21,1.74,14.26,17.76,7.73,-28.21,-7.93,3.57,2.04,11.3
xnys,dis,1.22,0.76,23.58,8.03,2.29,13.48,2.21,-1.6,1.1,9.24
xnys,dk,0.0,-0.68,38.1,31.09,6.11,-20.8,-12.16,-0.76,-3.24,10.68
xnys,dkl,0.21,1.89,12.35,8.01,5.97,19.35,0.08,16.47,6.54,
xnys,dks,0.98,0.79,-3.04,-15.24,-20.48,-12.73,32.91,39.12,14.2,14.43
xnys,dlb,0.67,0.94,1.39,-8.74,-3.18,-4.7,0.27,4.35,7.65,1.91
xnys,dlng,0.27,0.27,7.75,-5.34,-30.37,-3.11,-3.05,13.14,-6.66,
xnys,dlr,0.53,3.1,6.13,19.97,0.41,23.52,12.38,7.27,13.08,9.72
xnys,dlx,2.34,4.2,-0.39,-5.01,-31.52,-27.87,-7.73,-6.2,-8.34,3.27
xnys,dna,4.98,9.21,17.67,-2.82,-22.71,-65.5,-62.04,,,
xnys,dnb,0.11,0.11,0.56,5.62,-27.21,-3.88,-16.71,,,
xnys,dnow,1.87,2.22,-8.05,-2.12,13.3,8.14,7.61,10.62,-4.36,
xnys,doc,1.05,-0.86,-0.45,-13.25,-12.34,-5.95,-10.0,-4.51,-0.51,2.81
xnys,docn,3.1,1.17,1.35,-28.64,-15.97,-24.58,-15.66,,,
xnys,docs,2.63,12.98,3.06,-10.78,10.23,101.54,17.15,,,
xnys,dole,0.51,-2.4,-5.6,-5.89,2.66,16.0,14.52,,,
xnys,doug,0.37,-1.1,47.8,58.24,61.08,144.55,-19.28,,,
xnys,dov,1.25,0.96,5.42,-3.26,-3.8,1.95,11.69,11.99,11.32,12.06
xnys,dow,1.31,2.92,1.56,-21.88,-25.37,-43.7,-18.02,-0.65,,
xnys,dq,5.51,7.56,9.61,-24.05,-26.08,-32.22,-38.48,4.06,11.78,
xnys,drd,-11.24,-8.46,-9.78,9.56,61.1,62.21,30.41,11.3,26.31,9.8
xnys,drh,1.2,-0.39,2.56,-6.22,-14.84,-4.43,-8.78,2.18,-1.92,2.51
xnys,dri,1.15,1.55,9.59,13.84,18.02,48.64,22.81,22.82,14.82,13.1
xnys,dsx,-1.27,1.97,8.39,-12.85,-20.41,-42.67,-22.58,14.16,-5.56,-7.23
xnys,dt,0.11,1.83,16.16,2.65,1.2,16.97,9.75,8.08,,
xnys,dte,0.87,-2.05,-2.77,3.37,11.75,21.6,3.2,8.32,9.65,10.58
xnys,dtm,-0.08,3.18,7.6,21.46,9.51,62.4,26.18,,,
xnys,duk,-0.44,-2.12,-5.42,1.25,8.89,16.09,4.7,8.62,7.71,8.91
xnys,dv,-1.6,7.64,9.47,-1.6,-23.01,-21.37,-12.99,,,
xnys,dva,0.12,1.2,-3.31,-1.75,-7.79,-4.13,12.9,9.33,5.27,10.35
